:	dvije tačke
👨🏾‍🎨	muškarac, muškarac umjetnik: srednje tamna koža, slikar, slikarstvo, srednje tamna koža, umjetnik
👨🏿‍🎨	muškarac, muškarac umjetnik: tamna koža, slikar, slikarstvo, tamna koža, umjetnik
👩‍🎨	slikar, slikarstvo, umjetnica, umjetnik, žena
👩🏻‍🎨	slikar, slikarstvo, svijetla koža, umjetnica, umjetnica: svijetla koža, umjetnik, žena
👩🏼‍🎨	slikar, slikarstvo, srednje svijetla koža, umjetnica, umjetnica: srednje svijetla koža, umjetnik, žena
👩🏽‍🎨	ni svijetla ni tamna koža, slikar, slikarstvo, umjetnica, umjetnica: ni svijetla ni tamna koža, umjetnik, žena
👩🏾‍🎨	slikar, slikarstvo, srednje tamna koža, umjetnica, umjetnica: srednje tamna koža, umjetnik, žena
👩🏿‍🎨	slikar, slikarstvo, tamna koža, umjetnica, umjetnica: tamna koža, umjetnik, žena
🧑‍✈	pilot(kinja)
🧑🏻‍✈	pilot(kinja), pilot(kinja): svijetla koža, svijetla koža
🧑🏼‍✈	pilot(kinja), pilot(kinja): srednje svijetla koža, srednje svijetla koža
🧑🏽‍✈	ni svijetla ni tamna koža, pilot(kinja), pilot(kinja): ni svijetla ni tamna koža
🧑🏾‍✈	pilot(kinja), pilot(kinja): srednje tamna koža, srednje tamna koža
🧑🏿‍✈	pilot(kinja), pilot(kinja): tamna koža, tamna koža
👨🏻‍✈	avion, muškarac, pilot, pilot: svijetla koža, svijetla koža
👨🏼‍✈	avion, muškarac, pilot, pilot: srednje svijetla koža, srednje svijetla koža
👨🏽‍✈	avion, muškarac, ni svijetla ni tamna koža, pilot, pilot: ni svijetla ni tamna koža
👩🏻‍✈	avion, pilot, svijetla koža, žena, žena pilot: svijetla koža
👩🏼‍✈	avion, pilot, srednje svijetla koža, žena, žena pilot: srednje svijetla koža
👩🏽‍✈	avion, ni svijetla ni tamna koža, pilot, žena, žena pilot: ni svijetla ni tamna koža
🧑🏻‍🚀	astronaut, astronaut: svijetla koža, raketa, svijetla koža
🧑🏼‍🚀	astronaut, astronaut: srednje svijetla koža, raketa, srednje svijetla koža
🧑🏽‍🚀	astronaut, astronaut: ni svijetla ni tamna koža, ni svijetla ni tamna koža, raketa
👨🏻‍🚀	astronaut, kosmonaut, kosmonaut: svijetla koža, muškarac, raketa, svemir, svijetla koža
👨🏼‍🚀	astronaut, kosmonaut, kosmonaut: srednje svijetla koža, muškarac, raketa, srednje svijetla koža, svemir
👨🏽‍🚀	astronaut, kosmonaut, kosmonaut: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, raketa, svemir
👩🏻‍🚀	astronaut, kosmonautkinja, kosmonautkinja: svijetla koža, raketa, svemir, svijetla koža, žena
👩🏼‍🚀	astronaut, kosmonautkinja, kosmonautkinja: srednje svijetla koža, raketa, srednje svijetla koža, svemir, žena
👩🏽‍🚀	astronaut, kosmonautkinja, kosmonautkinja: ni svijetla ni tamna koža, ni svijetla ni tamna koža, raketa, svemir, žena
🧑🏻‍🚒	svijetla koža, vatrogasac, vatrogasac / žena vatrogasac, vatrogasac / žena vatrogasac: svijetla koža, vatrogasno vozilo
🧑🏼‍🚒	srednje svijetla koža, vatrogasac, vatrogasac / žena vatrogasac, vatrogasac / žena vatrogasac: srednje svijetla koža, vatrogasno vozilo
🧑🏽‍🚒	ni svijetla ni tamna koža, vatrogasac, vatrogasac / žena vatrogasac, vatrogasac / žena vatrogasac: ni svijetla ni tamna koža, vatrogasno vozilo
👨🏻‍🚒	kamion, muškarac, svijetla koža, vatra, vatrogasac, vatrogasac: svijetla koža
👨🏼‍🚒	kamion, muškarac, srednje svijetla koža, vatra, vatrogasac, vatrogasac: srednje svijetla koža
👨🏽‍🚒	kamion, muškarac, ni svijetla ni tamna koža, vatra, vatrogasac, vatrogasac: ni svijetla ni tamna koža
👩🏻‍🚒	kamion, svijetla koža, vatra, vatrogasac, žena, žena vatrogasac: svijetla koža
👩🏼‍🚒	kamion, srednje svijetla koža, vatra, vatrogasac, žena, žena vatrogasac: srednje svijetla koža
👩🏽‍🚒	kamion, ni svijetla ni tamna koža, vatra, vatrogasac, žena, žena vatrogasac: ni svijetla ni tamna koža
👮🏻	muškarac, navod, pajkan, pandur, policajac, policija, pozornik, predstavnik policije: svijetla koža, svijetla koža, uhapsiti, zakon, zaustavljen
👮🏼	muškarac, navod, pajkan, pandur, policajac, policija, pozornik, predstavnik policije: srednje svijetla koža, srednje svijetla koža, uhapsiti, zakon, zaustavljen
👮🏽	muškarac, navod, ni svijetla ni tamna koža, pajkan, pandur, policajac, policija, pozornik, predstavnik policije: ni svijetla ni tamna koža, uhapsiti, zakon, zaustavljen
👮🏻‍♂	muškarac, pandur, policajac, policajac: svijetla koža, policija, svijetla koža
👮🏼‍♂	muškarac, pandur, policajac, policajac: srednje svijetla koža, policija, srednje svijetla koža
👮🏽‍♂	muškarac, ni svijetla ni tamna koža, pandur, policajac, policajac: ni svijetla ni tamna koža, policija
👮🏻‍♀	navod, pajkan, pandurka, policajka, policajka: svijetla koža, policija, pozornik, svijetla koža, uhapsiti, zakon, zaustavljen, žena
👮🏼‍♀	navod, pajkan, pandurka, policajka, policajka: srednje svijetla koža, policija, pozornik, srednje svijetla koža, uhapsiti, zakon, zaustavljen, žena
👮🏽‍♀	navod, ni svijetla ni tamna koža, pajkan, pandurka, policajka, policajka: ni svijetla ni tamna koža, policija, pozornik, uhapsiti, zakon, zaustavljen, žena
🕵🏻	detektiv, inspektor, inspektor: svijetla koža, svijetla koža, špijun
🕵🏼	detektiv, inspektor, inspektor: srednje svijetla koža, srednje svijetla koža, špijun
🕵🏽	detektiv, inspektor, inspektor: ni svijetla ni tamna koža, ni svijetla ni tamna koža, špijun
🕵🏻‍♂	detektiv, detektiv: svijetla koža, muškarac, svijetla koža, špijun
🕵🏼‍♂	detektiv, detektiv: srednje svijetla koža, muškarac, srednje svijetla koža, špijun
🕵🏽‍♂	detektiv, detektiv: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, špijun
🕵🏻‍♀	detektiv, detektivka, detektivka: svijetla koža, svijetla koža, špijun, žena
🕵🏼‍♀	detektiv, detektivka, detektivka: srednje svijetla koža, srednje svijetla koža, špijun, žena
🕵🏽‍♀	detektiv, detektivka, detektivka: ni svijetla ni tamna koža, ni svijetla ni tamna koža, špijun, žena
💂🏻	gardista, london, stražar, svijetla koža, čuvar, čuvar: svijetla koža
💂🏼	gardista, london, srednje svijetla koža, stražar, čuvar, čuvar: srednje svijetla koža
💂🏽	gardista, london, ni svijetla ni tamna koža, stražar, čuvar, čuvar: ni svijetla ni tamna koža
💂🏻‍♂	gardista, gardista: svijetla koža, muškarac, stražar, svijetla koža, čuvar
💂🏼‍♂	gardista, gardista: srednje svijetla koža, muškarac, srednje svijetla koža, stražar, čuvar
💂🏽‍♂	gardista, gardista: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, stražar, čuvar
💂🏻‍♀	gardistkinja, gardistkinja: svijetla koža, london, stražar, svijetla koža, čuvar, žena
💂🏼‍♀	gardistkinja, gardistkinja: srednje svijetla koža, london, srednje svijetla koža, stražar, čuvar, žena
💂🏽‍♀	gardistkinja, gardistkinja: ni svijetla ni tamna koža, london, ni svijetla ni tamna koža, stražar, čuvar, žena
🥷🏻	borac, nevidljiv, nindža, nindža: svijetla koža, osoba, rat, ratnik, skriven, svijetla koža, ubica
🥷🏼	borac, nevidljiv, nindža, nindža: srednje svijetla koža, osoba, rat, ratnik, skriven, srednje svijetla koža, ubica
🥷🏽	borac, nevidljiv, ni svijetla ni tamna koža, nindža, nindža: ni svijetla ni tamna koža, osoba, rat, ratnik, skriven, ubica
👷	građevinski radnik, radnik, šljem
👷🏻	građevinski radnik, građevinski radnik: svijetla koža, radnik, svijetla koža, šljem
👷🏼	građevinski radnik, građevinski radnik: srednje svijetla koža, radnik, srednje svijetla koža, šljem
👷🏽	građevinski radnik, građevinski radnik: ni svijetla ni tamna koža, ni svijetla ni tamna koža, radnik, šljem
👷🏾	građevinski radnik, radnik, srednje tamna koža, šljem
👷🏿	građevinski radnik, radnik, tamna koža, šljem
👷‍♂	građevinar, muškarac, radnik, šljem
👷🏻‍♂	građevinar, građevinar: svijetla koža, muškarac, radnik, svijetla koža, šljem
👷🏼‍♂	građevinar, građevinar: srednje svijetla koža, muškarac, radnik, srednje svijetla koža, šljem
👷🏽‍♂	građevinar, građevinar: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, radnik, šljem
👷🏾‍♂	građevinar, muškarac, radnik, srednje tamna koža, šljem
👷🏿‍♂	građevinar, muškarac, radnik, tamna koža, šljem
👷‍♀	građevinar, građevinarka, radnica, šljem, žena
👷🏻‍♀	građevinar, građevinarka, građevinarka: svijetla koža, radnica, svijetla koža, šljem, žena
👷🏼‍♀	građevinar, građevinarka, građevinarka: srednje svijetla koža, radnica, srednje svijetla koža, šljem, žena
👷🏽‍♀	građevinar, građevinarka, građevinarka: ni svijetla ni tamna koža, ni svijetla ni tamna koža, radnica, šljem, žena
👷🏾‍♀	građevinar, građevinarka, radnica, srednje tamna koža, šljem, žena
👷🏿‍♀	građevinar, građevinarka, radnica, tamna koža, šljem, žena
🫅🏻	kralj, kraljevski, kraljica, kruna, monarh, osoba, osoba sa krunom, osoba sa krunom: svijetla koža, plemenit, plemić, plemstvo, svijetla koža
🫅🏼	kralj, kraljevski, kraljica, kruna, monarh, osoba, osoba sa krunom, osoba sa krunom: srednje svijetla koža, plemenit, plemić, plemstvo, srednje svijetla koža
🫅🏽	kralj, kraljevski, kraljica, kruna, monarh, ni svijetla ni tamna koža, osoba, osoba sa krunom, osoba sa krunom: ni svijetla ni tamna koža, plemenit, plemić, plemstvo
🤴🏻	bajka, fantazija, kralj, kraljevski, kruna, princ: svijetla koža, princeza, svijetla koža
🤴🏼	bajka, fantazija, kralj, kraljevski, kruna, princ: srednje svijetla koža, princeza, srednje svijetla koža
🤴🏽	bajka, fantazija, kralj, kraljevski, kruna, ni svijetla ni tamna koža, princ: ni svijetla ni tamna koža, princeza
👸🏻	bajka, fantazija, kraljevski, kraljica, kruna, princeza, princeza: svijetla koža, svijetla koža
👸🏼	bajka, fantazija, kraljevski, kraljica, kruna, princeza, princeza: srednje svijetla koža, srednje svijetla koža
👸🏽	bajka, fantazija, kraljevski, kraljica, kruna, ni svijetla ni tamna koža, princeza, princeza: ni svijetla ni tamna koža
👳🏻	osoba, osoba sa turbanom: svijetla koža, svijetla koža, turban
👳🏼	osoba, osoba sa turbanom: srednje svijetla koža, srednje svijetla koža, turban
👳🏽	ni svijetla ni tamna koža, osoba, osoba sa turbanom: ni svijetla ni tamna koža, turban
👳‍♂	muškarac, turban, čovjek sa turbanom
👳🏻‍♂	muškarac, svijetla koža, turban, čovjek sa turbanom, čovjek sa turbanom: svijetla koža
👳🏼‍♂	muškarac, srednje svijetla koža, turban, čovjek sa turbanom, čovjek sa turbanom: srednje svijetla koža
👳🏽‍♂	muškarac, ni svijetla ni tamna koža, turban, čovjek sa turbanom, čovjek sa turbanom: ni svijetla ni tamna koža
👳🏾‍♂	muškarac, srednje tamna koža, turban, čovjek sa turbanom, čovjek sa turbanom: srednje tamna koža
👳🏿‍♂	muškarac, tamna koža, turban, čovjek sa turbanom, čovjek sa turbanom: tamna koža
👳🏻‍♀	svijetla koža, turban, žena, žena sa turbanom: svijetla koža
👳🏼‍♀	srednje svijetla koža, turban, žena, žena sa turbanom: srednje svijetla koža
👳🏽‍♀	ni svijetla ni tamna koža, turban, žena, žena sa turbanom: ni svijetla ni tamna koža
👲	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, čovjek sa kineskom kapom, šešir
👲🏻	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, svijetla koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: svijetla koža, šešir
👲🏼	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, srednje svijetla koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: srednje svijetla koža, šešir
👲🏽	gua pi mao, kapa, kineska kapa, ni svijetla ni tamna koža, osoba, osoba sa kineskom kapom, čovjek sa kineskom kapom, čovjek sa kineskom kapom: ni svijetla ni tamna koža, šešir
👲🏾	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, srednje tamna koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: srednje tamna koža, šešir
👲🏿	gua pi mao, kapa, kineska kapa, osoba, osoba sa kineskom kapom, tamna koža, čovjek sa kineskom kapom, čovjek sa kineskom kapom: tamna koža, šešir
🧕	hidžab, marama, marama za na glavu, tišel, žena sa maramom na glavi
🧕🏻	hidžab, marama, marama za na glavu, svijetla koža, tišel, žena sa maramom na glavi, žena sa maramom na glavi: svijetla koža
🧕🏼	hidžab, marama, marama za na glavu, srednje svijetla koža, tišel, žena sa maramom na glavi, žena sa maramom na glavi: srednje svijetla koža
🧕🏽	hidžab, marama, marama za na glavu, ni svijetla ni tamna koža, tišel, žena sa maramom na glavi, žena sa maramom na glavi: ni svijetla ni tamna koža
🧕🏾	hidžab, marama, marama za na glavu, srednje tamna koža, tišel, žena sa maramom na glavi
🧕🏿	hidžab, marama, marama za na glavu, tamna koža, tišel, žena sa maramom na glavi
🤵	čovjek u smokingu
🤵🏻	svijetla koža, čovjek u smokingu, čovjek u smokingu: svijetla koža
🤵🏼	srednje svijetla koža, čovjek u smokingu, čovjek u smokingu: srednje svijetla koža
🤵🏽	ni svijetla ni tamna koža, čovjek u smokingu, čovjek u smokingu: ni svijetla ni tamna koža
🤵🏾	srednje tamna koža, čovjek u smokingu, čovjek u smokingu: srednje tamna koža
🤵🏿	tamna koža, čovjek u smokingu, čovjek u smokingu: tamna koža
🤵🏻‍♂	muškarac, muškarac u smokingu, muškarac u smokingu: svijetla koža, smoking, svijetla koža
🤵🏼‍♂	muškarac, muškarac u smokingu, muškarac u smokingu: srednje svijetla koža, smoking, srednje svijetla koža
🤵🏽‍♂	muškarac, muškarac u smokingu, muškarac u smokingu: ni svijetla ni tamna koža, ni svijetla ni tamna koža, smoking
🤵🏻‍♀	smoking, svijetla koža, žena, žena u smokingu, žena u smokingu: svijetla koža
🤵🏼‍♀	smoking, srednje svijetla koža, žena, žena u smokingu, žena u smokingu: srednje svijetla koža
🤵🏽‍♀	ni svijetla ni tamna koža, smoking, žena, žena u smokingu, žena u smokingu: ni svijetla ni tamna koža
👰	nevjesta sa velom
👰🏻	nevjesta sa velom, nevjesta sa velom: svijetla koža, svijetla koža
👰🏼	nevjesta sa velom, nevjesta sa velom: srednje svijetla koža, srednje svijetla koža
👰🏽	nevjesta sa velom, nevjesta sa velom: ni svijetla ni tamna koža, ni svijetla ni tamna koža
👰🏾	nevjesta sa velom, nevjesta sa velom: srednje tamna koža, srednje tamna koža
👰🏿	nevjesta sa velom, nevjesta sa velom: tamna koža, tamna koža
👰🏻‍♂	muškarac, muškarac sa velom, muškarac sa velom: svijetla koža, svijetla koža, veo
👰🏼‍♂	muškarac, muškarac sa velom, muškarac sa velom: srednje svijetla koža, srednje svijetla koža, veo
👰🏽‍♂	muškarac, muškarac sa velom, muškarac sa velom: ni svijetla ni tamna koža, ni svijetla ni tamna koža, veo
👰🏻‍♀	svijetla koža, veo, žena, žena sa velom, žena sa velom: svijetla koža
👰🏼‍♀	srednje svijetla koža, veo, žena, žena sa velom, žena sa velom: srednje svijetla koža
👰🏽‍♀	ni svijetla ni tamna koža, veo, žena, žena sa velom, žena sa velom: ni svijetla ni tamna koža
🤰🏻	svijetla koža, trudnica, trudnica: svijetla koža, žena
🤰🏼	srednje svijetla koža, trudnica, trudnica: srednje svijetla koža, žena
🤰🏽	ni svijetla ni tamna koža, trudnica, trudnica: ni svijetla ni tamna koža, žena
🫃🏻	muškarac, nadut, prejedanje, pun, stomak, svijetla koža, trudan, trudni muškarac: svijetla koža
🫃🏼	muškarac, nadut, prejedanje, pun, srednje svijetla koža, stomak, trudan, trudni muškarac: srednje svijetla koža
🫃🏽	muškarac, nadut, ni svijetla ni tamna koža, prejedanje, pun, stomak, trudan, trudni muškarac: ni svijetla ni tamna koža
🫄🏻	nadut, prejedanje, pun, stomak, svijetla koža, trudna, trudna osoba: svijetla koža, žena
🫄🏼	nadut, prejedanje, pun, srednje svijetla koža, stomak, trudna, trudna osoba: srednje svijetla koža, žena
🫄🏽	nadut, ni svijetla ni tamna koža, prejedanje, pun, stomak, trudna, trudna osoba: ni svijetla ni tamna koža, žena
🤱	dojenje
🤱🏻	dojenje, dojenje: svijetla koža, svijetla koža
🤱🏼	dojenje, dojenje: srednje svijetla koža, srednje svijetla koža
🤱🏽	dojenje, dojenje: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🤱🏾	dojenje, srednje tamna koža
🤱🏿	dojenje, tamna koža
👩🏻‍🍼	beba, dadilja, dojenje, hranjenje, ljubav, majka, mama, novorođenče, svijetla koža, žena, žena hrani bebu, žena hrani bebu: svijetla koža
👩🏼‍🍼	beba, dadilja, dojenje, hranjenje, ljubav, majka, mama, novorođenče, srednje svijetla koža, žena, žena hrani bebu, žena hrani bebu: srednje svijetla koža
👩🏽‍🍼	beba, dadilja, dojenje, hranjenje, ljubav, majka, mama, ni svijetla ni tamna koža, novorođenče, žena, žena hrani bebu, žena hrani bebu: ni svijetla ni tamna koža
👨🏻‍🍼	beba, dadilja, dojenje, hranjenje, ljubav, muškarac, muškarac hrani bebu, muškarac hrani bebu: svijetla koža, otac, svijetla koža, tata
👨🏼‍🍼	beba, dadilja, dojenje, hranjenje, ljubav, muškarac, muškarac hrani bebu, muškarac hrani bebu: srednje svijetla koža, otac, srednje svijetla koža, tata
👨🏽‍🍼	beba, dadilja, dojenje, hranjenje, ljubav, muškarac, muškarac hrani bebu, muškarac hrani bebu: ni svijetla ni tamna koža, ni svijetla ni tamna koža, otac, tata
🧑🏻‍🍼	beba, dadilja, dojenje, hranjenje, osoba hrani bebu: svijetla koža, roditelj, svijetla koža
🧑🏼‍🍼	beba, dadilja, dojenje, hranjenje, osoba hrani bebu: srednje svijetla koža, roditelj, srednje svijetla koža
🧑🏽‍🍼	beba, dadilja, dojenje, hranjenje, ni svijetla ni tamna koža, osoba hrani bebu: ni svijetla ni tamna koža, roditelj
👼🏻	anđeo, bajka, beba, beba anđeo: svijetla koža, lice, mašta, svijetla koža
👼🏼	anđeo, bajka, beba, beba anđeo: srednje svijetla koža, lice, mašta, srednje svijetla koža
👼🏽	anđeo, bajka, beba, beba anđeo: ni svijetla ni tamna koža, lice, mašta, ni svijetla ni tamna koža
🎅	Djed Mraz, bajka, božić, božić bata, djed mraz, proslava
🎅🏻	Djed Mraz, Djed Mraz: svijetla koža, bajka, božić, božić bata, djed mraz, proslava, svijetla koža
🎅🏼	Djed Mraz, Djed Mraz: srednje svijetla koža, bajka, božić, božić bata, djed mraz, proslava, srednje svijetla koža
🎅🏽	Djed Mraz, Djed Mraz: ni svijetla ni tamna koža, bajka, božić, božić bata, djed mraz, ni svijetla ni tamna koža, proslava
🎅🏾	Djed Mraz, Djed Mraz: srednje tamna koža, bajka, božić, božić bata, djed mraz, proslava, srednje tamna koža
🎅🏿	Djed Mraz, Djed Mraz: tamna koža, bajka, božić, božić bata, djed mraz, proslava, tamna koža
🤶	baka, božić, mraz, proslava
🤶🏻	baka, baka Mraz: svijetla koža, božić, mraz, proslava, svijetla koža
🤶🏼	baka, baka Mraz: srednje svijetla koža, božić, mraz, proslava, srednje svijetla koža
🤶🏽	baka, baka Mraz: ni svijetla ni tamna koža, božić, mraz, ni svijetla ni tamna koža, proslava
🤶🏾	baka, božić, mraz, proslava, srednje tamna koža
🤶🏿	baka, božić, mraz, proslava, tamna koža
🧑🏻‍🎄	božić, deda, mraz, osoba Mraz: svijetla koža, praznik, proslava, svijetla koža
🧑🏼‍🎄	božić, deda, mraz, osoba Mraz: srednje svijetla koža, praznik, proslava, srednje svijetla koža
🧑🏽‍🎄	božić, deda, mraz, ni svijetla ni tamna koža, osoba Mraz: ni svijetla ni tamna koža, praznik, proslava
🦸	dobro, heroina, heroj, superheroj, supermoć
🦸🏻	dobro, heroina, heroj, superheroj, superheroj: svijetla koža, supermoć, svijetla koža
🦸🏼	dobro, heroina, heroj, srednje svijetla koža, superheroj, superheroj: srednje svijetla koža, supermoć
🦸🏽	dobro, heroina, heroj, ni svijetla ni tamna koža, superheroj, superheroj: ni svijetla ni tamna koža, supermoć
🦸🏾	dobro, heroina, heroj, srednje tamna koža, superheroj, superheroj: srednje tamna koža, supermoć
🦸🏿	dobro, heroina, heroj, superheroj, superheroj: tamna koža, supermoć, tamna koža
🦸‍♂	dobro, heroj, muškarac, muškarac super heroj, muškarac superheroj, super moć
🦸🏻‍♂	dobro, heroj, muškarac, muškarac super heroj, muškarac superheroj, muškarac superheroj: svijetla koža, super moć, svijetla koža
🦸🏼‍♂	dobro, heroj, muškarac, muškarac super heroj, muškarac superheroj, muškarac superheroj: srednje svijetla koža, srednje svijetla koža, super moć
🦸🏽‍♂	dobro, heroj, muškarac, muškarac super heroj, muškarac superheroj, muškarac superheroj: ni svijetla ni tamna koža, ni svijetla ni tamna koža, super moć
🦸🏾‍♂	dobro, heroj, muškarac, muškarac super heroj, muškarac superheroj, muškarac superheroj: srednje tamna koža, srednje tamna koža, super moć
🦸🏿‍♂	dobro, heroj, muškarac, muškarac super heroj, muškarac superheroj, muškarac superheroj: tamna koža, super moć, tamna koža
🦸🏻‍♀	dobro, heroina, super moć, svijetla koža, žena, žena super heroj, žena super heroj: svijetla koža
🦸🏼‍♀	dobro, heroina, srednje svijetla koža, super moć, žena, žena super heroj, žena super heroj: srednje svijetla koža
🦸🏽‍♀	dobro, heroina, ni svijetla ni tamna koža, super moć, žena, žena super heroj, žena super heroj: ni svijetla ni tamna koža
🦹🏻	kriminalac, loš, negativac, negativac: svijetla koža, svijetla koža, zlo
🦹🏼	kriminalac, loš, negativac, negativac: srednje svijetla koža, srednje svijetla koža, zlo
🦹🏽	kriminalac, loš, negativac, negativac: ni svijetla ni tamna koža, ni svijetla ni tamna koža, zlo
🦹🏻‍♂	kriminal, muškarac, muškarac negativac: svijetla koža, negativac, super moć, svijetla koža, zlo
🦹🏼‍♂	kriminal, muškarac, muškarac negativac: srednje svijetla koža, negativac, srednje svijetla koža, super moć, zlo
🦹🏽‍♂	kriminal, muškarac, muškarac negativac: ni svijetla ni tamna koža, negativac, ni svijetla ni tamna koža, super moć, zlo
🦹🏻‍♀	kriminal, super moć, svijetla koža, zlo, zločinac, žena, žena negativac, žena negativac: svijetla koža
🦹🏼‍♀	kriminal, srednje svijetla koža, super moć, zlo, zločinac, žena, žena negativac, žena negativac: srednje svijetla koža
🦹🏽‍♀	kriminal, ni svijetla ni tamna koža, super moć, zlo, zločinac, žena, žena negativac, žena negativac: ni svijetla ni tamna koža
🧙	mag, vještica, čarobnica, čarobnjak
🧙🏻	mag, mag: svijetla koža, svijetla koža, vještica, čarobnica, čarobnjak
🧙🏼	mag, mag: srednje svijetla koža, srednje svijetla koža, vještica, čarobnica, čarobnjak
🧙🏽	mag, mag: ni svijetla ni tamna koža, ni svijetla ni tamna koža, vještica, čarobnica, čarobnjak
🧙🏾	mag, srednje tamna koža, vještica, čarobnica, čarobnjak
🧙🏿	mag, tamna koža, vještica, čarobnica, čarobnjak
🧙‍♂	vještac, čarobnjak
🧙🏻‍♂	svijetla koža, vještac, čarobnjak, čarobnjak: svijetla koža
🧙🏼‍♂	srednje svijetla koža, vještac, čarobnjak, čarobnjak: srednje svijetla koža
🧙🏽‍♂	ni svijetla ni tamna koža, vještac, čarobnjak, čarobnjak: ni svijetla ni tamna koža
🧙🏾‍♂	srednje tamna koža, vještac, čarobnjak
🧙🏿‍♂	tamna koža, vještac, čarobnjak
🧙‍♀	vještica, čarobnica
🧙🏻‍♀	svijetla koža, vještica, čarobnica, čarobnica: svijetla koža
🧙🏼‍♀	srednje svijetla koža, vještica, čarobnica, čarobnica: srednje svijetla koža
🧙🏽‍♀	ni svijetla ni tamna koža, vještica, čarobnica, čarobnica: ni svijetla ni tamna koža
🧙🏾‍♀	srednje tamna koža, vještica, čarobnica
🧙🏿‍♀	tamna koža, vještica, čarobnica
🧚🏻	bajka, fantazija, krila, mit, osoba, priča, svijetla koža, vila, vila: svijetla koža
🧚🏼	bajka, fantazija, krila, mit, osoba, priča, srednje svijetla koža, vila, vila: srednje svijetla koža
🧚🏽	bajka, fantazija, krila, mit, ni svijetla ni tamna koža, osoba, priča, vila, vila: ni svijetla ni tamna koža
🧚🏻‍♂	Oberon, Pak, svijetla koža, vilenjak, vilenjak: svijetla koža
🧚🏼‍♂	Oberon, Pak, srednje svijetla koža, vilenjak, vilenjak: srednje svijetla koža
🧚🏽‍♂	Oberon, Pak, ni svijetla ni tamna koža, vilenjak, vilenjak: ni svijetla ni tamna koža
🧚🏻‍♀	Titanija, svijetla koža, žena vila, žena vila: svijetla koža
🧚🏼‍♀	Titanija, srednje svijetla koža, žena vila, žena vila: srednje svijetla koža
🧚🏽‍♀	Titanija, ni svijetla ni tamna koža, žena vila, žena vila: ni svijetla ni tamna koža
🧛🏻	Drakula, krv, natprirodno, očnjaci, povampiren, strašno, svijetla koža, vampir, vampir: svijetla koža, zuvi
🧛🏼	Drakula, krv, natprirodno, očnjaci, povampiren, srednje svijetla koža, strašno, vampir, vampir: srednje svijetla koža, zuvi
🧛🏽	Drakula, krv, natprirodno, ni svijetla ni tamna koža, očnjaci, povampiren, strašno, vampir, vampir: ni svijetla ni tamna koža, zuvi
🧛🏻‍♂	Drakula, muški vampir, muški vampir: svijetla koža, povampiren, svijetla koža
🧛🏼‍♂	Drakula, muški vampir, muški vampir: srednje svijetla koža, povampiren, srednje svijetla koža
🧛🏽‍♂	Drakula, muški vampir, muški vampir: ni svijetla ni tamna koža, ni svijetla ni tamna koža, povampiren
🧛🏻‍♀	povampiren, svijetla koža, ženski vampir, ženski vampir: svijetla koža
🧛🏼‍♀	povampiren, srednje svijetla koža, ženski vampir, ženski vampir: srednje svijetla koža
🧛🏽‍♀	ni svijetla ni tamna koža, povampiren, ženski vampir, ženski vampir: ni svijetla ni tamna koža
🧜🏻	bajka, folklor, more, okean, osoba iz mora: svijetla koža, sirena, stvorenje, svijetla koža, trozubac
🧜🏼	bajka, folklor, more, okean, osoba iz mora: srednje svijetla koža, sirena, srednje svijetla koža, stvorenje, trozubac
🧜🏽	bajka, folklor, more, ni svijetla ni tamna koža, okean, osoba iz mora: ni svijetla ni tamna koža, sirena, stvorenje, trozubac
🧜🏻‍♂	Triton, muškarac iz mora, muškarac iz mora: svijetla koža, svijetla koža
🧜🏼‍♂	Triton, muškarac iz mora, muškarac iz mora: srednje svijetla koža, srednje svijetla koža
🧜🏽‍♂	Triton, muškarac iz mora, muškarac iz mora: ni svijetla ni tamna koža, ni svijetla ni tamna koža
🧜🏻‍♀	sirena, sirena: svijetla koža, svijetla koža, žena iz mora
🧜🏼‍♀	sirena, sirena: srednje svijetla koža, srednje svijetla koža, žena iz mora
🧜🏽‍♀	ni svijetla ni tamna koža, sirena, sirena: ni svijetla ni tamna koža, žena iz mora
🧝🏻	fantazija, folklor, magija, magično, mit, svijetla koža, vilenjaci, vilenjak, vilovnjak: svijetla koža
🧝🏼	fantazija, folklor, magija, magično, mit, srednje svijetla koža, vilenjaci, vilenjak, vilovnjak: srednje svijetla koža
🧝🏽	fantazija, folklor, magija, magično, mit, ni svijetla ni tamna koža, vilenjaci, vilenjak, vilovnjak: ni svijetla ni tamna koža
🧝🏻‍♂	magičan muškarac, muškarac vilovnjak, muškarac vilovnjak: svijetla koža, svijetla koža
