‾	bară deasupra, bară superioară, linie deasupra, linie superioară, supralinie
👩🏽‍🍳	bucătăreasă, bucătăreasă: ton mediu al pielii, bucătărie, chef, femeie, ton mediu al pielii
👩🏾‍🍳	bucătăreasă, bucătăreasă: ton semi‑închis al pielii, bucătărie, chef, femeie, ton semi‑închis al pielii
👩🏿‍🍳	bucătăreasă, bucătăreasă: ton închis al pielii, bucătărie, chef, femeie, ton închis al pielii
🧑‍🔧	electrician, instalator, mecanic, meseriaș
🧑🏻‍🔧	electrician, instalator, mecanic, mecanic: ton deschis al pielii, meseriaș, ton deschis al pielii
🧑🏼‍🔧	electrician, instalator, mecanic, mecanic: ton semi‑deschis al pielii, meseriaș, ton semi‑deschis al pielii
🧑🏽‍🔧	electrician, instalator, mecanic, mecanic: ton mediu al pielii, meseriaș, ton mediu al pielii
🧑🏾‍🔧	electrician, instalator, mecanic, mecanic: ton semi‑închis al pielii, meseriaș, ton semi‑închis al pielii
🧑🏿‍🔧	electrician, instalator, mecanic, mecanic: ton închis al pielii, meseriaș, ton închis al pielii
👨‍🔧	bărbat, electrician, instalator, mecanic, mecanic bărbat, meșter
👨🏻‍🔧	bărbat, electrician, instalator, mecanic, mecanic bărbat: ton deschis al pielii, meșter, ton deschis al pielii
👨🏼‍🔧	bărbat, electrician, instalator, mecanic, mecanic bărbat: ton semi‑deschis al pielii, meșter, ton semi‑deschis al pielii
👨🏽‍🔧	bărbat, electrician, instalator, mecanic, mecanic bărbat: ton mediu al pielii, meșter, ton mediu al pielii
👨🏾‍🔧	bărbat, electrician, instalator, mecanic, mecanic bărbat: ton semi‑închis al pielii, meșter, ton semi‑închis al pielii
👨🏿‍🔧	bărbat, electrician, instalator, mecanic, mecanic bărbat: ton închis al pielii, meșter, ton închis al pielii
👩‍🔧	electrician, electriciană, femeie, instalatoare, instalator, mecanic, mecanic femeie, mecanică, meșter, meșteră, persoană
👩🏻‍🔧	electrician, electriciană, femeie, instalatoare, instalator, mecanic, mecanic femeie: ton deschis al pielii, mecanică, meșter, meșteră, persoană, ton deschis al pielii
👩🏼‍🔧	electrician, electriciană, femeie, instalatoare, instalator, mecanic, mecanic femeie: ton semi‑deschis al pielii, mecanică, meșter, meșteră, persoană, ton semi‑deschis al pielii
👩🏽‍🔧	electrician, electriciană, femeie, instalatoare, instalator, mecanic, mecanic femeie: ton mediu al pielii, mecanică, meșter, meșteră, persoană, ton mediu al pielii
👩🏾‍🔧	electrician, electriciană, femeie, instalatoare, instalator, mecanic, mecanic femeie: ton semi‑închis al pielii, mecanică, meșter, meșteră, persoană, ton semi‑închis al pielii
👩🏿‍🔧	electrician, electriciană, femeie, instalatoare, instalator, mecanic, mecanic femeie: ton închis al pielii, mecanică, meșter, meșteră, persoană, ton închis al pielii
🧑‍🏭	colectiv, fabrică, industrial, muncitoare, muncitor, muncitor sau muncitoare în fabrică
🧑🏻‍🏭	colectiv, fabrică, industrial, muncitoare, muncitor, muncitor sau muncitoare în fabrică, muncitor sau muncitoare în fabrică: ton deschis al pielii, ton deschis al pielii
🧑🏼‍🏭	colectiv, fabrică, industrial, muncitoare, muncitor, muncitor sau muncitoare în fabrică, muncitor sau muncitoare în fabrică: ton semi‑deschis al pielii, ton semi‑deschis al pielii
🧑🏽‍🏭	colectiv, fabrică, industrial, muncitoare, muncitor, muncitor sau muncitoare în fabrică, muncitor sau muncitoare în fabrică: ton mediu al pielii, ton mediu al pielii
🧑🏾‍🏭	colectiv, fabrică, industrial, muncitoare, muncitor, muncitor sau muncitoare în fabrică, muncitor sau muncitoare în fabrică: ton semi‑închis al pielii, ton semi‑închis al pielii
🧑🏿‍🏭	colectiv, fabrică, industrial, muncitoare, muncitor, muncitor sau muncitoare în fabrică, muncitor sau muncitoare în fabrică: ton închis al pielii, ton închis al pielii
👨‍🏭	asamblare, bărbat, fabrică, industrial, muncitor, muncitor în fabrică, uzină
👨🏻‍🏭	asamblare, bărbat, fabrică, industrial, muncitor, muncitor în fabrică, muncitor în fabrică: ton deschis al pielii, ton deschis al pielii, uzină
👨🏼‍🏭	asamblare, bărbat, fabrică, industrial, muncitor, muncitor în fabrică, muncitor în fabrică: ton semi‑deschis al pielii, ton semi‑deschis al pielii, uzină
👨🏽‍🏭	asamblare, bărbat, fabrică, industrial, muncitor, muncitor în fabrică, muncitor în fabrică: ton mediu al pielii, ton mediu al pielii, uzină
👨🏾‍🏭	asamblare, bărbat, fabrică, industrial, muncitor, muncitor în fabrică, muncitor în fabrică: ton semi‑închis al pielii, ton semi‑închis al pielii, uzină
👨🏿‍🏭	asamblare, bărbat, fabrică, industrial, muncitor, muncitor în fabrică, muncitor în fabrică: ton închis al pielii, ton închis al pielii, uzină
👩‍🏭	asamblare, fabrică, femeie, industrial, muncitoare, muncitoare în fabrică, uzină
👩🏻‍🏭	asamblare, fabrică, femeie, industrial, muncitoare, muncitoare în fabrică, muncitoare în fabrică: ton deschis al pielii, ton deschis al pielii, uzină
👩🏼‍🏭	asamblare, fabrică, femeie, industrial, muncitoare, muncitoare în fabrică, muncitoare în fabrică: ton semi‑deschis al pielii, ton semi‑deschis al pielii, uzină
👩🏽‍🏭	asamblare, fabrică, femeie, industrial, muncitoare, muncitoare în fabrică, muncitoare în fabrică: ton mediu al pielii, ton mediu al pielii, uzină
👩🏾‍🏭	asamblare, fabrică, femeie, industrial, muncitoare, muncitoare în fabrică, muncitoare în fabrică: ton semi‑închis al pielii, ton semi‑închis al pielii, uzină
👩🏿‍🏭	asamblare, fabrică, femeie, industrial, muncitoare, muncitoare în fabrică, muncitoare în fabrică: ton închis al pielii, ton închis al pielii, uzină
🧑‍💼	arhitect, director, funcționar, funcționar sau funcționară, funcționară, guler alb, manager
🧑🏻‍💼	arhitect, director, funcționar, funcționar sau funcționară, funcționar sau funcționară: ton deschis al pielii, funcționară, guler alb, manager, ton deschis al pielii
🧑🏼‍💼	arhitect, director, funcționar, funcționar sau funcționară, funcționar sau funcționară: ton semi‑deschis al pielii, funcționară, guler alb, manager, ton semi‑deschis al pielii
🧑🏽‍💼	arhitect, director, funcționar, funcționar sau funcționară, funcționar sau funcționară: ton mediu al pielii, funcționară, guler alb, manager, ton mediu al pielii
🧑🏾‍💼	arhitect, director, funcționar, funcționar sau funcționară, funcționar sau funcționară: ton semi‑închis al pielii, funcționară, guler alb, manager, ton semi‑închis al pielii
🧑🏿‍💼	arhitect, director, funcționar, funcționar sau funcționară, funcționar sau funcționară: ton închis al pielii, funcționară, guler alb, manager, ton închis al pielii
👨‍💼	administrație, afacere, arhitect, birou, business, bărbat, costum, funcționar, manager, om de afaceri
👨🏻‍💼	administrație, afacere, arhitect, birou, business, bărbat, costum, funcționar, funcționar: ton deschis al pielii, manager, om de afaceri, ton deschis al pielii
👨🏼‍💼	administrație, afacere, arhitect, birou, business, bărbat, costum, funcționar, funcționar: ton semi‑deschis al pielii, manager, om de afaceri, ton semi‑deschis al pielii
👨🏽‍💼	administrație, afacere, arhitect, birou, business, bărbat, costum, funcționar, funcționar: ton mediu al pielii, manager, om de afaceri, ton mediu al pielii
👨🏾‍💼	administrație, afacere, arhitect, birou, business, bărbat, costum, funcționar, funcționar: ton semi‑închis al pielii, manager, om de afaceri, ton semi‑închis al pielii
👨🏿‍💼	administrație, afacere, arhitect, birou, business, bărbat, costum, funcționar, funcționar: ton închis al pielii, manager, om de afaceri, ton închis al pielii
👩‍💼	administrație, afacere, arhitect, arhitectă, birou, business, femeie, funcționară, manager, manageriță
👩🏻‍💼	administrație, afacere, arhitect, arhitectă, birou, business, femeie, funcționară, funcționară: ton deschis al pielii, manager, manageriță, ton deschis al pielii
👩🏼‍💼	administrație, afacere, arhitect, arhitectă, birou, business, femeie, funcționară, funcționară: ton semi‑deschis al pielii, manager, manageriță, ton semi‑deschis al pielii
👩🏽‍💼	administrație, afacere, arhitect, arhitectă, birou, business, femeie, funcționară, funcționară: ton mediu al pielii, manager, manageriță, ton mediu al pielii
👩🏾‍💼	administrație, afacere, arhitect, arhitectă, birou, business, femeie, funcționară, funcționară: ton semi‑închis al pielii, manager, manageriță, ton semi‑închis al pielii
👩🏿‍💼	administrație, afacere, arhitect, arhitectă, birou, business, femeie, funcționară, funcționară: ton închis al pielii, manager, manageriță, ton închis al pielii
🧑‍🔬	biolog, chimist, fizician, inginer, om de știință
🧑🏻‍🔬	biolog, chimist, fizician, inginer, om de știință, om de știință: ton deschis al pielii, ton deschis al pielii
🧑🏼‍🔬	biolog, chimist, fizician, inginer, om de știință, om de știință: ton semi‑deschis al pielii, ton semi‑deschis al pielii
🧑🏽‍🔬	biolog, chimist, fizician, inginer, om de știință, om de știință: ton mediu al pielii, ton mediu al pielii
🧑🏾‍🔬	biolog, chimist, fizician, inginer, om de știință, om de știință: ton semi‑închis al pielii, ton semi‑închis al pielii
🧑🏿‍🔬	biolog, chimist, fizician, inginer, om de știință, om de știință: ton închis al pielii, ton închis al pielii
👨‍🔬	biolog, bărbat, chimist, fizician, inginer, matematician, om de știință, om de știință bărbat
👨🏻‍🔬	biolog, bărbat, chimist, fizician, inginer, matematician, om de știință, om de știință bărbat, om de știință bărbat: ton deschis al pielii, ton deschis al pielii
👨🏼‍🔬	biolog, bărbat, chimist, fizician, inginer, matematician, om de știință, om de știință bărbat, om de știință bărbat: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👨🏽‍🔬	biolog, bărbat, chimist, fizician, inginer, matematician, om de știință, om de știință bărbat, om de știință bărbat: ton mediu al pielii, ton mediu al pielii
👨🏾‍🔬	biolog, bărbat, chimist, fizician, inginer, matematician, om de știință, om de știință bărbat, om de știință bărbat: ton semi‑închis al pielii, ton semi‑închis al pielii
👨🏿‍🔬	biolog, bărbat, chimist, fizician, inginer, matematician, om de știință, om de știință bărbat, om de știință bărbat: ton închis al pielii, ton închis al pielii
👩‍🔬	bioloagă, biolog, biologă, chimist, chimistă, femeie, femeie om de știință, fizician, fiziciană, inginer, matematician, matematiciană, om de știință, om de știință femeie, persoană
👩🏻‍🔬	bioloagă, biolog, biologă, chimist, chimistă, femeie, femeie om de știință, fizician, fiziciană, inginer, matematician, matematiciană, om de știință, om de știință femeie, om de știință femeie: ton deschis al pielii, persoană, ton deschis al pielii
👩🏼‍🔬	bioloagă, biolog, biologă, chimist, chimistă, femeie, femeie om de știință, fizician, fiziciană, inginer, matematician, matematiciană, om de știință, om de știință femeie, om de știință femeie: ton semi‑deschis al pielii, persoană, ton semi‑deschis al pielii
👩🏽‍🔬	bioloagă, biolog, biologă, chimist, chimistă, femeie, femeie om de știință, fizician, fiziciană, inginer, matematician, matematiciană, om de știință, om de știință femeie, om de știință femeie: ton mediu al pielii, persoană, ton mediu al pielii
👩🏾‍🔬	bioloagă, biolog, biologă, chimist, chimistă, femeie, femeie om de știință, fizician, fiziciană, inginer, matematician, matematiciană, om de știință, om de știință femeie, om de știință femeie: ton semi‑închis al pielii, persoană, ton semi‑închis al pielii
👩🏿‍🔬	bioloagă, biolog, biologă, chimist, chimistă, femeie, femeie om de știință, fizician, fiziciană, inginer, matematician, matematiciană, om de știință, om de știință femeie, om de știință femeie: ton închis al pielii, persoană, ton închis al pielii
🧑‍💻	dezvoltator, inventatoare, inventator, programatoare, programator, software, specialist IT, specialist sau specialistă IT, specialistă IT, tehnic, tehnolog, tehnologă
🧑🏻‍💻	dezvoltator, inventatoare, inventator, programatoare, programator, software, specialist IT, specialist sau specialistă IT, specialist sau specialistă IT: ton deschis al pielii, specialistă IT, tehnic, tehnolog, tehnologă, ton deschis al pielii
🧑🏼‍💻	dezvoltator, inventatoare, inventator, programatoare, programator, software, specialist IT, specialist sau specialistă IT, specialist sau specialistă IT: ton semi‑deschis al pielii, specialistă IT, tehnic, tehnolog, tehnologă, ton semi‑deschis al pielii
🧑🏽‍💻	dezvoltator, inventatoare, inventator, programatoare, programator, software, specialist IT, specialist sau specialistă IT, specialist sau specialistă IT: ton mediu al pielii, specialistă IT, tehnic, tehnolog, tehnologă, ton mediu al pielii
🧑🏾‍💻	dezvoltator, inventatoare, inventator, programatoare, programator, software, specialist IT, specialist sau specialistă IT, specialist sau specialistă IT: ton semi‑închis al pielii, specialistă IT, tehnic, tehnolog, tehnologă, ton semi‑închis al pielii
🧑🏿‍💻	dezvoltator, inventatoare, inventator, programatoare, programator, software, specialist IT, specialist sau specialistă IT, specialist sau specialistă IT: ton închis al pielii, specialistă IT, tehnic, tehnolog, tehnologă, ton închis al pielii
👨‍💻	ITst, bărbat, calculator, coder, computer, dezvoltator, informatician, inventator, programator, software, specialist IT
👨🏻‍💻	ITst, bărbat, calculator, coder, computer, dezvoltator, informatician, inventator, programator, software, specialist IT, specialist IT: ton deschis al pielii, ton deschis al pielii
👨🏼‍💻	ITst, bărbat, calculator, coder, computer, dezvoltator, informatician, inventator, programator, software, specialist IT, specialist IT: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👨🏽‍💻	ITst, bărbat, calculator, coder, computer, dezvoltator, informatician, inventator, programator, software, specialist IT, specialist IT: ton mediu al pielii, ton mediu al pielii
👨🏾‍💻	ITst, bărbat, calculator, coder, computer, dezvoltator, informatician, inventator, programator, software, specialist IT, specialist IT: ton semi‑închis al pielii, ton semi‑închis al pielii
👨🏿‍💻	ITst, bărbat, calculator, coder, computer, dezvoltator, informatician, inventator, programator, software, specialist IT, specialist IT: ton închis al pielii, ton închis al pielii
👩‍💻	ITstă, calculator, coder, coderiță, computer, dezvoltatoare, dezvoltator, femeie programator, informaticiană, programatoare, programator, software, specialistă IT
👩🏻‍💻	ITstă, calculator, coder, coderiță, computer, dezvoltatoare, dezvoltator, femeie programator, informaticiană, programatoare, programator, software, specialistă IT, specialistă IT: ton deschis al pielii, ton deschis al pielii
👩🏼‍💻	ITstă, calculator, coder, coderiță, computer, dezvoltatoare, dezvoltator, femeie programator, informaticiană, programatoare, programator, software, specialistă IT, specialistă IT: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👩🏽‍💻	ITstă, calculator, coder, coderiță, computer, dezvoltatoare, dezvoltator, femeie programator, informaticiană, programatoare, programator, software, specialistă IT, specialistă IT: ton mediu al pielii, ton mediu al pielii
👩🏾‍💻	ITstă, calculator, coder, coderiță, computer, dezvoltatoare, dezvoltator, femeie programator, informaticiană, programatoare, programator, software, specialistă IT, specialistă IT: ton semi‑închis al pielii, ton semi‑închis al pielii
👩🏿‍💻	ITstă, calculator, coder, coderiță, computer, dezvoltatoare, dezvoltator, femeie programator, informaticiană, programatoare, programator, software, specialistă IT, specialistă IT: ton închis al pielii, ton închis al pielii
🧑‍🎤	actor, actriță, comediant, comediantă, cântăreață, cântăreț, cântăreț sau cântăreață, rock, solist, solistă, vedetă
🧑🏻‍🎤	actor, actriță, comediant, comediantă, cântăreață, cântăreț, cântăreț sau cântăreață, cântăreț sau cântăreață: ton deschis al pielii, rock, solist, solistă, ton deschis al pielii, vedetă
🧑🏼‍🎤	actor, actriță, comediant, comediantă, cântăreață, cântăreț, cântăreț sau cântăreață, cântăreț sau cântăreață: ton semi‑deschis al pielii, rock, solist, solistă, ton semi‑deschis al pielii, vedetă
🧑🏽‍🎤	actor, actriță, comediant, comediantă, cântăreață, cântăreț, cântăreț sau cântăreață, cântăreț sau cântăreață: ton mediu al pielii, rock, solist, solistă, ton mediu al pielii, vedetă
🧑🏾‍🎤	actor, actriță, comediant, comediantă, cântăreață, cântăreț, cântăreț sau cântăreață, cântăreț sau cântăreață: ton semi‑închis al pielii, rock, solist, solistă, ton semi‑închis al pielii, vedetă
🧑🏿‍🎤	actor, actriță, comediant, comediantă, cântăreață, cântăreț, cântăreț sau cântăreață, cântăreț sau cântăreață: ton închis al pielii, rock, solist, solistă, ton închis al pielii, vedetă
👨‍🎤	actor, bărbat, comediant, cântăreț, divertisment, rock, star, vedetă
👨🏻‍🎤	actor, bărbat, comediant, cântăreț, cântăreț: ton deschis al pielii, divertisment, rock, star, ton deschis al pielii, vedetă
👨🏼‍🎤	actor, bărbat, comediant, cântăreț, cântăreț: ton semi‑deschis al pielii, divertisment, rock, star, ton semi‑deschis al pielii, vedetă
👨🏽‍🎤	actor, bărbat, comediant, cântăreț, cântăreț: ton mediu al pielii, divertisment, rock, star, ton mediu al pielii, vedetă
👨🏾‍🎤	actor, bărbat, comediant, cântăreț, cântăreț: ton semi‑închis al pielii, divertisment, rock, star, ton semi‑închis al pielii, vedetă
👨🏿‍🎤	actor, bărbat, comediant, cântăreț, cântăreț: ton închis al pielii, divertisment, rock, star, ton închis al pielii, vedetă
👩‍🎤	actriță, comediantă, cântăreață, divertisment, femeie, rock, star, vedetă
👩🏻‍🎤	actriță, comediantă, cântăreață, cântăreață: ton deschis al pielii, divertisment, femeie, rock, star, ton deschis al pielii, vedetă
👩🏼‍🎤	actriță, comediantă, cântăreață, cântăreață: ton semi‑deschis al pielii, divertisment, femeie, rock, star, ton semi‑deschis al pielii, vedetă
👩🏽‍🎤	actriță, comediantă, cântăreață, cântăreață: ton mediu al pielii, divertisment, femeie, rock, star, ton mediu al pielii, vedetă
👩🏾‍🎤	actriță, comediantă, cântăreață, cântăreață: ton semi‑închis al pielii, divertisment, femeie, rock, star, ton semi‑închis al pielii, vedetă
👩🏿‍🎤	actriță, comediantă, cântăreață, cântăreață: ton închis al pielii, divertisment, femeie, rock, star, ton închis al pielii, vedetă
🧑‍🎨	artist, artist sau artistă, artistă, paletă
🧑🏻‍🎨	artist, artist sau artistă, artist sau artistă: ton deschis al pielii, artistă, paletă, ton deschis al pielii
🧑🏼‍🎨	artist, artist sau artistă, artist sau artistă: ton semi‑deschis al pielii, artistă, paletă, ton semi‑deschis al pielii
🧑🏽‍🎨	artist, artist sau artistă, artist sau artistă: ton mediu al pielii, artistă, paletă, ton mediu al pielii
🧑🏾‍🎨	artist, artist sau artistă, artist sau artistă: ton semi‑închis al pielii, artistă, paletă, ton semi‑închis al pielii
🧑🏿‍🎨	artist, artist sau artistă, artist sau artistă: ton închis al pielii, artistă, paletă, ton închis al pielii
👨‍🎨	artist, bărbat, paletă, pictor
👨🏻‍🎨	artist, artist: ton deschis al pielii, bărbat, paletă, pictor, ton deschis al pielii
👨🏼‍🎨	artist, artist: ton semi‑deschis al pielii, bărbat, paletă, pictor, ton semi‑deschis al pielii
👨🏽‍🎨	artist, artist: ton mediu al pielii, bărbat, paletă, pictor, ton mediu al pielii
👨🏾‍🎨	artist, artist: ton semi‑închis al pielii, bărbat, paletă, pictor, ton semi‑închis al pielii
👨🏿‍🎨	artist, artist: ton închis al pielii, bărbat, paletă, pictor, ton închis al pielii
👩‍🎨	artistă, femeie, paletă, pictoriță
👩🏻‍🎨	artistă, artistă: ton deschis al pielii, femeie, paletă, pictoriță, ton deschis al pielii
👩🏼‍🎨	artistă, artistă: ton semi‑deschis al pielii, femeie, paletă, pictoriță, ton semi‑deschis al pielii
👩🏽‍🎨	artistă, artistă: ton mediu al pielii, femeie, paletă, pictoriță, ton mediu al pielii
👩🏾‍🎨	artistă, artistă: ton semi‑închis al pielii, femeie, paletă, pictoriță, ton semi‑închis al pielii
👩🏿‍🎨	artistă, artistă: ton închis al pielii, femeie, paletă, pictoriță, ton închis al pielii
🧑‍✈	avion, pilot
🧑🏻‍✈	avion, pilot, pilot: ton deschis al pielii, ton deschis al pielii
🧑🏼‍✈	avion, pilot, pilot: ton semi‑deschis al pielii, ton semi‑deschis al pielii
🧑🏽‍✈	avion, pilot, pilot: ton mediu al pielii, ton mediu al pielii
🧑🏾‍✈	avion, pilot, pilot: ton semi‑închis al pielii, ton semi‑închis al pielii
🧑🏿‍✈	avion, pilot, pilot: ton închis al pielii, ton închis al pielii
👨‍✈	avion, bărbat, pilot, pilot bărbat
👨🏻‍✈	avion, bărbat, pilot, pilot bărbat: ton deschis al pielii, ton deschis al pielii
👨🏼‍✈	avion, bărbat, pilot, pilot bărbat: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👨🏽‍✈	avion, bărbat, pilot, pilot bărbat: ton mediu al pielii, ton mediu al pielii
👨🏾‍✈	avion, bărbat, pilot, pilot bărbat: ton semi‑închis al pielii, ton semi‑închis al pielii
👨🏿‍✈	avion, bărbat, pilot, pilot bărbat: ton închis al pielii, ton închis al pielii
👩‍✈	avion, femeie, pilot, pilot femeie
👩🏻‍✈	avion, femeie, pilot, pilot femeie: ton deschis al pielii, ton deschis al pielii
👩🏼‍✈	avion, femeie, pilot, pilot femeie: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👩🏽‍✈	avion, femeie, pilot, pilot femeie: ton mediu al pielii, ton mediu al pielii
👩🏾‍✈	avion, femeie, pilot, pilot femeie: ton semi‑închis al pielii, ton semi‑închis al pielii
👩🏿‍✈	avion, femeie, pilot, pilot femeie: ton închis al pielii, ton închis al pielii
🧑‍🚀	astronaut, astronaut sau astronaută, astronaută, rachetă
🧑🏻‍🚀	astronaut, astronaut sau astronaută, astronaut sau astronaută: ton deschis al pielii, astronaută, rachetă, ton deschis al pielii
🧑🏼‍🚀	astronaut, astronaut sau astronaută, astronaut sau astronaută: ton semi‑deschis al pielii, astronaută, rachetă, ton semi‑deschis al pielii
🧑🏽‍🚀	astronaut, astronaut sau astronaută, astronaut sau astronaută: ton mediu al pielii, astronaută, rachetă, ton mediu al pielii
🧑🏾‍🚀	astronaut, astronaut sau astronaută, astronaut sau astronaută: ton semi‑închis al pielii, astronaută, rachetă, ton semi‑închis al pielii
🧑🏿‍🚀	astronaut, astronaut sau astronaută, astronaut sau astronaută: ton închis al pielii, astronaută, rachetă, ton închis al pielii
👨‍🚀	astronaut, bărbat, cosmonaut, rachetă, spațiu
👨🏻‍🚀	astronaut, astronaut: ton deschis al pielii, bărbat, cosmonaut, rachetă, spațiu, ton deschis al pielii
👨🏼‍🚀	astronaut, astronaut: ton semi‑deschis al pielii, bărbat, cosmonaut, rachetă, spațiu, ton semi‑deschis al pielii
👨🏽‍🚀	astronaut, astronaut: ton mediu al pielii, bărbat, cosmonaut, rachetă, spațiu, ton mediu al pielii
👨🏾‍🚀	astronaut, astronaut: ton semi‑închis al pielii, bărbat, cosmonaut, rachetă, spațiu, ton semi‑închis al pielii
👨🏿‍🚀	astronaut, astronaut: ton închis al pielii, bărbat, cosmonaut, rachetă, spațiu, ton închis al pielii
👩‍🚀	astronaut, astronaută, cosmonaut, cosmonaută, femeie astronaut, rachetă, spațiu
👩🏻‍🚀	astronaut, astronaută, astronaută: ton deschis al pielii, cosmonaut, cosmonaută, femeie astronaut, rachetă, spațiu, ton deschis al pielii
👩🏼‍🚀	astronaut, astronaută, astronaută: ton semi‑deschis al pielii, cosmonaut, cosmonaută, femeie astronaut, rachetă, spațiu, ton semi‑deschis al pielii
👩🏽‍🚀	astronaut, astronaută, astronaută: ton mediu al pielii, cosmonaut, cosmonaută, femeie astronaut, rachetă, spațiu, ton mediu al pielii
👩🏾‍🚀	astronaut, astronaută, astronaută: ton semi‑închis al pielii, cosmonaut, cosmonaută, femeie astronaut, rachetă, spațiu, ton semi‑închis al pielii
👩🏿‍🚀	astronaut, astronaută, astronaută: ton închis al pielii, cosmonaut, cosmonaută, femeie astronaut, rachetă, spațiu, ton închis al pielii
🧑‍🚒	mașină de pompieri, pompier
🧑🏻‍🚒	mașină de pompieri, pompier, pompier: ton deschis al pielii, ton deschis al pielii
🧑🏼‍🚒	mașină de pompieri, pompier, pompier: ton semi‑deschis al pielii, ton semi‑deschis al pielii
🧑🏽‍🚒	mașină de pompieri, pompier, pompier: ton mediu al pielii, ton mediu al pielii
🧑🏾‍🚒	mașină de pompieri, pompier, pompier: ton semi‑închis al pielii, ton semi‑închis al pielii
🧑🏿‍🚒	mașină de pompieri, pompier, pompier: ton închis al pielii, ton închis al pielii
👨‍🚒	bărbat, mașină de pompieri, pompier, pompier bărbat
👨🏻‍🚒	bărbat, mașină de pompieri, pompier, pompier bărbat: ton deschis al pielii, ton deschis al pielii
👨🏼‍🚒	bărbat, mașină de pompieri, pompier, pompier bărbat: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👨🏽‍🚒	bărbat, mașină de pompieri, pompier, pompier bărbat: ton mediu al pielii, ton mediu al pielii
👨🏾‍🚒	bărbat, mașină de pompieri, pompier, pompier bărbat: ton semi‑închis al pielii, ton semi‑închis al pielii
👨🏿‍🚒	bărbat, mașină de pompieri, pompier, pompier bărbat: ton închis al pielii, ton închis al pielii
👩‍🚒	camion, femeie, mașină de pompieri, persoană, pompier, pompier femeie
👩🏻‍🚒	camion, femeie, mașină de pompieri, persoană, pompier, pompier femeie: ton deschis al pielii, ton deschis al pielii
👩🏼‍🚒	camion, femeie, mașină de pompieri, persoană, pompier, pompier femeie: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👩🏽‍🚒	camion, femeie, mașină de pompieri, persoană, pompier, pompier femeie: ton mediu al pielii, ton mediu al pielii
👩🏾‍🚒	camion, femeie, mașină de pompieri, persoană, pompier, pompier femeie: ton semi‑închis al pielii, ton semi‑închis al pielii
👩🏿‍🚒	camion, femeie, mașină de pompieri, persoană, pompier, pompier femeie: ton închis al pielii, ton închis al pielii
👮	citație, justiție, ofițer, persoană, poliție, polițist, polițist sau polițistă, polițist sub acoperire, polițistă, tras pe dreapta
👮🏻	citație, justiție, ofițer, persoană, poliție, polițist, polițist sau polițistă, polițist sau polițistă: ton deschis al pielii, polițist sub acoperire, polițistă, ton deschis al pielii, tras pe dreapta
👮🏼	citație, justiție, ofițer, persoană, poliție, polițist, polițist sau polițistă, polițist sau polițistă: ton semi‑deschis al pielii, polițist sub acoperire, polițistă, ton semi‑deschis al pielii, tras pe dreapta
👮🏽	citație, justiție, ofițer, persoană, poliție, polițist, polițist sau polițistă, polițist sau polițistă: ton mediu al pielii, polițist sub acoperire, polițistă, ton mediu al pielii, tras pe dreapta
👮🏾	citație, justiție, ofițer, persoană, poliție, polițist, polițist sau polițistă, polițist sau polițistă: ton semi‑închis al pielii, polițist sub acoperire, polițistă, ton semi‑închis al pielii, tras pe dreapta
👮🏿	citație, justiție, ofițer, persoană, poliție, polițist, polițist sau polițistă, polițist sau polițistă: ton închis al pielii, polițist sub acoperire, polițistă, ton închis al pielii, tras pe dreapta
👮‍♂	ofițer, poliție, polițist, polițist bărbat
👮🏻‍♂	ofițer, poliție, polițist, polițist bărbat, polițist: ton deschis al pielii, ton deschis al pielii
👮🏼‍♂	ofițer, poliție, polițist, polițist bărbat, polițist: ton semi‑deschis al pielii, ton semi‑deschis al pielii
👮🏽‍♂	ofițer, poliție, polițist, polițist bărbat, polițist: ton mediu al pielii, ton mediu al pielii
👮🏾‍♂	ofițer, poliție, polițist, polițist bărbat, polițist: ton semi‑închis al pielii, ton semi‑închis al pielii
👮🏿‍♂	ofițer, poliție, polițist, polițist bărbat, polițist: ton închis al pielii, ton închis al pielii
👮‍♀	arest, citație, femeie polițist, lege, ofițer, poliție, polițistă, polițistă sub acoperire, tras pe dreapta
👮🏻‍♀	arest, citație, femeie polițist, lege, ofițer, poliție, polițistă, polițistă sub acoperire, polițistă: ton deschis al pielii, ton deschis al pielii, tras pe dreapta
👮🏼‍♀	arest, citație, femeie polițist, lege, ofițer, poliție, polițistă, polițistă sub acoperire, polițistă: ton semi‑deschis al pielii, ton semi‑deschis al pielii, tras pe dreapta
👮🏽‍♀	arest, citație, femeie polițist, lege, ofițer, poliție, polițistă, polițistă sub acoperire, polițistă: ton mediu al pielii, ton mediu al pielii, tras pe dreapta
👮🏾‍♀	arest, citație, femeie polițist, lege, ofițer, poliție, polițistă, polițistă sub acoperire, polițistă: ton semi‑închis al pielii, ton semi‑închis al pielii, tras pe dreapta
👮🏿‍♀	arest, citație, femeie polițist, lege, ofițer, poliție, polițistă, polițistă sub acoperire, polițistă: ton închis al pielii, ton închis al pielii, tras pe dreapta
