:	двије тачке
👩🏻‍🔬	биолог, жена, научник, научница, научница: свијетла кожа, свијетла кожа, хемичар
👩🏼‍🔬	биолог, жена, научник, научница, научница: средње свијетла кожа, средње свијетла кожа, хемичар
👩🏽‍🔬	биолог, жена, научник, научница, научница: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, хемичар
🧑🏻‍💻	програмер, проналазач, свијетла кожа, софтвер, софтвераш, технолог, технолог: свијетла кожа
🧑🏼‍💻	програмер, проналазач, софтвер, софтвераш, средње свијетла кожа, технолог, технолог: средње свијетла кожа
🧑🏽‍💻	ни свијетла ни тамна кожа, програмер, проналазач, софтвер, софтвераш, технолог, технолог: ни свијетла ни тамна кожа
👨🏻‍💻	мушкарац, мушкарац технолог: свијетла кожа, програмер, проналазач, свијетла кожа, софтвер, технолог
👨🏼‍💻	мушкарац, мушкарац технолог: средње свијетла кожа, програмер, проналазач, софтвер, средње свијетла кожа, технолог
👨🏽‍💻	мушкарац, мушкарац технолог: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, програмер, проналазач, софтвер, технолог
👩🏻‍💻	жена, жена технолог: свијетла кожа, програмерка, проналазач, свијетла кожа, софтвер
👩🏼‍💻	жена, жена технолог: средње свијетла кожа, програмерка, проналазач, софтвер, средње свијетла кожа
👩🏽‍💻	жена, жена технолог: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, програмерка, проналазач, софтвер
🧑‍🎤	глумац, забављач, звијезда, пјевач, рок
🧑🏻‍🎤	глумац, забављач, звијезда, пјевач, пјевач: свијетла кожа, рок, свијетла кожа
🧑🏼‍🎤	глумац, забављач, звијезда, пјевач, пјевач: средње свијетла кожа, рок, средње свијетла кожа
🧑🏽‍🎤	глумац, забављач, звијезда, ни свијетла ни тамна кожа, пјевач, пјевач: ни свијетла ни тамна кожа, рок
🧑🏾‍🎤	глумац, забављач, звијезда, пјевач, пјевач: средње тамна кожа, рок, средње тамна кожа
🧑🏿‍🎤	глумац, забављач, звијезда, пјевач, пјевач: тамна кожа, рок, тамна кожа
👨‍🎤	глумац, мушкарац, мушкарац пјевач, пјевач, рок
👨🏻‍🎤	глумац, мушкарац, мушкарац пјевач: свијетла кожа, пјевач, рок, свијетла кожа
👨🏼‍🎤	глумац, мушкарац, мушкарац пјевач: средње свијетла кожа, пјевач, рок, средње свијетла кожа
👨🏽‍🎤	глумац, мушкарац, мушкарац пјевач: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пјевач, рок
👨🏾‍🎤	глумац, мушкарац, мушкарац пјевач: средње тамна кожа, пјевач, рок, средње тамна кожа
👨🏿‍🎤	глумац, мушкарац, мушкарац пјевач: тамна кожа, пјевач, рок, тамна кожа
👩‍🎤	глумица, жена, пјевачица, рок
👩🏻‍🎤	глумица, жена, пјевачица, пјевачица: свијетла кожа, рок, свијетла кожа
👩🏼‍🎤	глумица, жена, пјевачица, пјевачица: средње свијетла кожа, рок, средње свијетла кожа
👩🏽‍🎤	глумица, жена, ни свијетла ни тамна кожа, пјевачица, пјевачица: ни свијетла ни тамна кожа, рок
👩🏾‍🎤	глумица, жена, пјевачица, пјевачица: средње тамна кожа, рок, средње тамна кожа
👩🏿‍🎤	глумица, жена, пјевачица, пјевачица: тамна кожа, рок, тамна кожа
🧑‍🎨	сликар, умјетник
🧑🏻‍🎨	свијетла кожа, сликар, умјетник, умјетник: свијетла кожа
🧑🏼‍🎨	сликар, средње свијетла кожа, умјетник, умјетник: средње свијетла кожа
🧑🏽‍🎨	ни свијетла ни тамна кожа, сликар, умјетник, умјетник: ни свијетла ни тамна кожа
🧑🏾‍🎨	сликар, средње тамна кожа, умјетник, умјетник: средње тамна кожа
🧑🏿‍🎨	сликар, тамна кожа, умјетник, умјетник: тамна кожа
👨‍🎨	мушкарац, мушкарац умјетник, сликар, сликарство, умјетник
👨🏻‍🎨	мушкарац, мушкарац умјетник: свијетла кожа, свијетла кожа, сликар, сликарство, умјетник
👨🏼‍🎨	мушкарац, мушкарац умјетник: средње свијетла кожа, сликар, сликарство, средње свијетла кожа, умјетник
👨🏽‍🎨	мушкарац, мушкарац умјетник: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, сликар, сликарство, умјетник
👨🏾‍🎨	мушкарац, мушкарац умјетник: средње тамна кожа, сликар, сликарство, средње тамна кожа, умјетник
👨🏿‍🎨	мушкарац, мушкарац умјетник: тамна кожа, сликар, сликарство, тамна кожа, умјетник
👩‍🎨	жена, сликар, сликарство, умјетник, умјетница
👩🏻‍🎨	жена, свијетла кожа, сликар, сликарство, умјетник, умјетница, умјетница: свијетла кожа
👩🏼‍🎨	жена, сликар, сликарство, средње свијетла кожа, умјетник, умјетница, умјетница: средње свијетла кожа
👩🏽‍🎨	жена, ни свијетла ни тамна кожа, сликар, сликарство, умјетник, умјетница, умјетница: ни свијетла ни тамна кожа
👩🏾‍🎨	жена, сликар, сликарство, средње тамна кожа, умјетник, умјетница, умјетница: средње тамна кожа
👩🏿‍🎨	жена, сликар, сликарство, тамна кожа, умјетник, умјетница, умјетница: тамна кожа
🧑‍✈	пилот(киња)
🧑🏻‍✈	пилот(киња), пилот(киња): свијетла кожа, свијетла кожа
🧑🏼‍✈	пилот(киња), пилот(киња): средње свијетла кожа, средње свијетла кожа
🧑🏽‍✈	ни свијетла ни тамна кожа, пилот(киња), пилот(киња): ни свијетла ни тамна кожа
🧑🏾‍✈	пилот(киња), пилот(киња): средње тамна кожа, средње тамна кожа
🧑🏿‍✈	пилот(киња), пилот(киња): тамна кожа, тамна кожа
👨🏻‍✈	авион, мушкарац, пилот, пилот: свијетла кожа, свијетла кожа
👨🏼‍✈	авион, мушкарац, пилот, пилот: средње свијетла кожа, средње свијетла кожа
👨🏽‍✈	авион, мушкарац, ни свијетла ни тамна кожа, пилот, пилот: ни свијетла ни тамна кожа
👩🏻‍✈	авион, жена, жена пилот: свијетла кожа, пилот, свијетла кожа
👩🏼‍✈	авион, жена, жена пилот: средње свијетла кожа, пилот, средње свијетла кожа
👩🏽‍✈	авион, жена, жена пилот: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пилот
🧑🏻‍🚀	астронаут, астронаут: свијетла кожа, ракета, свијетла кожа
🧑🏼‍🚀	астронаут, астронаут: средње свијетла кожа, ракета, средње свијетла кожа
🧑🏽‍🚀	астронаут, астронаут: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, ракета
👨🏻‍🚀	астронаут, космонаут, космонаут: свијетла кожа, мушкарац, ракета, свемир, свијетла кожа
👨🏼‍🚀	астронаут, космонаут, космонаут: средње свијетла кожа, мушкарац, ракета, свемир, средње свијетла кожа
👨🏽‍🚀	астронаут, космонаут, космонаут: ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, ракета, свемир
👩🏻‍🚀	астронаут, жена, космонауткиња, космонауткиња: свијетла кожа, ракета, свемир, свијетла кожа
👩🏼‍🚀	астронаут, жена, космонауткиња, космонауткиња: средње свијетла кожа, ракета, свемир, средње свијетла кожа
👩🏽‍🚀	астронаут, жена, космонауткиња, космонауткиња: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, ракета, свемир
🧑🏻‍🚒	ватрогасац, ватрогасац / жена ватрогасац, ватрогасац / жена ватрогасац: свијетла кожа, ватрогасно возило, свијетла кожа
🧑🏼‍🚒	ватрогасац, ватрогасац / жена ватрогасац, ватрогасац / жена ватрогасац: средње свијетла кожа, ватрогасно возило, средње свијетла кожа
🧑🏽‍🚒	ватрогасац, ватрогасац / жена ватрогасац, ватрогасац / жена ватрогасац: ни свијетла ни тамна кожа, ватрогасно возило, ни свијетла ни тамна кожа
👨🏻‍🚒	ватра, ватрогасац, ватрогасац: свијетла кожа, камион, мушкарац, свијетла кожа
👨🏼‍🚒	ватра, ватрогасац, ватрогасац: средње свијетла кожа, камион, мушкарац, средње свијетла кожа
👨🏽‍🚒	ватра, ватрогасац, ватрогасац: ни свијетла ни тамна кожа, камион, мушкарац, ни свијетла ни тамна кожа
👩🏻‍🚒	ватра, ватрогасац, жена, жена ватрогасац: свијетла кожа, камион, свијетла кожа
👩🏼‍🚒	ватра, ватрогасац, жена, жена ватрогасац: средње свијетла кожа, камион, средње свијетла кожа
👩🏽‍🚒	ватра, ватрогасац, жена, жена ватрогасац: ни свијетла ни тамна кожа, камион, ни свијетла ни тамна кожа
👮🏻	закон, заустављен, мушкарац, навод, пoлицajaц, пoлициja, пандур, пајкан, позорник, представник полиције: свијетла кожа, свијетла кожа, ухапсити
👮🏼	закон, заустављен, мушкарац, навод, пoлицajaц, пoлициja, пандур, пајкан, позорник, представник полиције: средње свијетла кожа, средње свијетла кожа, ухапсити
👮🏽	закон, заустављен, мушкарац, навод, ни свијетла ни тамна кожа, пoлицajaц, пoлициja, пандур, пајкан, позорник, представник полиције: ни свијетла ни тамна кожа, ухапсити
👮🏻‍♂	мушкарац, пандур, полицајац, полицајац: свијетла кожа, полиција, свијетла кожа
👮🏼‍♂	мушкарац, пандур, полицајац, полицајац: средње свијетла кожа, полиција, средње свијетла кожа
👮🏽‍♂	мушкарац, ни свијетла ни тамна кожа, пандур, полицајац, полицајац: ни свијетла ни тамна кожа, полиција
👮🏻‍♀	жена, закон, заустављен, навод, пoлицajка, пoлициja, пандурка, пајкан, позорник, полицајка: свијетла кожа, свијетла кожа, ухапсити
👮🏼‍♀	жена, закон, заустављен, навод, пoлицajка, пoлициja, пандурка, пајкан, позорник, полицајка: средње свијетла кожа, средње свијетла кожа, ухапсити
👮🏽‍♀	жена, закон, заустављен, навод, ни свијетла ни тамна кожа, пoлицajка, пoлициja, пандурка, пајкан, позорник, полицајка: ни свијетла ни тамна кожа, ухапсити
🕵🏻	дeтeктив, инспектор, инспектор: свијетла кожа, свијетла кожа, шпиjун
🕵🏼	дeтeктив, инспектор, инспектор: средње свијетла кожа, средње свијетла кожа, шпиjун
🕵🏽	дeтeктив, инспектор, инспектор: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, шпиjун
🕵🏻‍♂	детектив, детектив: свијетла кожа, мушкарац, свијетла кожа, шпијун
🕵🏼‍♂	детектив, детектив: средње свијетла кожа, мушкарац, средње свијетла кожа, шпијун
🕵🏽‍♂	детектив, детектив: ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, шпијун
🕵🏻‍♀	детектив, детективка, детективка: свијетла кожа, жена, свијетла кожа, шпијун
🕵🏼‍♀	детектив, детективка, детективка: средње свијетла кожа, жена, средње свијетла кожа, шпијун
🕵🏽‍♀	детектив, детективка, детективка: ни свијетла ни тамна кожа, жена, ни свијетла ни тамна кожа, шпијун
💂🏻	гардиста, лондон, свијетла кожа, стрaжaр, чувaр, чувар: свијетла кожа
💂🏼	гардиста, лондон, средње свијетла кожа, стрaжaр, чувaр, чувар: средње свијетла кожа
💂🏽	гардиста, лондон, ни свијетла ни тамна кожа, стрaжaр, чувaр, чувар: ни свијетла ни тамна кожа
💂🏻‍♂	гардиста, гардиста: свијетла кожа, мушкарац, свијетла кожа, стражар, чувар
💂🏼‍♂	гардиста, гардиста: средње свијетла кожа, мушкарац, средње свијетла кожа, стражар, чувар
💂🏽‍♂	гардиста, гардиста: ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, стражар, чувар
💂🏻‍♀	гардисткиња, гардисткиња: свијетла кожа, жена, лондон, свијетла кожа, стражар, чувар
💂🏼‍♀	гардисткиња, гардисткиња: средње свијетла кожа, жена, лондон, средње свијетла кожа, стражар, чувар
💂🏽‍♀	гардисткиња, гардисткиња: ни свијетла ни тамна кожа, жена, лондон, ни свијетла ни тамна кожа, стражар, чувар
🥷🏻	борац, невидљив, нинџа, нинџа: свијетла кожа, особа, рат, ратник, свијетла кожа, скривен, убица
🥷🏼	борац, невидљив, нинџа, нинџа: средње свијетла кожа, особа, рат, ратник, скривен, средње свијетла кожа, убица
🥷🏽	борац, невидљив, ни свијетла ни тамна кожа, нинџа, нинџа: ни свијетла ни тамна кожа, особа, рат, ратник, скривен, убица
👷	грађевински радник, рaдник, шљeм
👷🏻	грађевински радник, грађевински радник: свијетла кожа, рaдник, свијетла кожа, шљeм
👷🏼	грађевински радник, грађевински радник: средње свијетла кожа, рaдник, средње свијетла кожа, шљeм
👷🏽	грађевински радник, грађевински радник: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, рaдник, шљeм
👷🏾	грађевински радник, рaдник, средње тамна кожа, шљeм
👷🏿	грађевински радник, рaдник, тамна кожа, шљeм
👷‍♂	грађевинар, мушкарац, радник, шљем
👷🏻‍♂	грађевинар, грађевинар: свијетла кожа, мушкарац, радник, свијетла кожа, шљем
👷🏼‍♂	грађевинар, грађевинар: средње свијетла кожа, мушкарац, радник, средње свијетла кожа, шљем
👷🏽‍♂	грађевинар, грађевинар: ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, радник, шљем
👷🏾‍♂	грађевинар, мушкарац, радник, средње тамна кожа, шљем
👷🏿‍♂	грађевинар, мушкарац, радник, тамна кожа, шљем
👷‍♀	грађевинар, грађевинарка, жена, радница, шљем
👷🏻‍♀	грађевинар, грађевинарка, грађевинарка: свијетла кожа, жена, радница, свијетла кожа, шљем
👷🏼‍♀	грађевинар, грађевинарка, грађевинарка: средње свијетла кожа, жена, радница, средње свијетла кожа, шљем
👷🏽‍♀	грађевинар, грађевинарка, грађевинарка: ни свијетла ни тамна кожа, жена, ни свијетла ни тамна кожа, радница, шљем
👷🏾‍♀	грађевинар, грађевинарка, жена, радница, средње тамна кожа, шљем
👷🏿‍♀	грађевинар, грађевинарка, жена, радница, тамна кожа, шљем
🫅🏻	краљ, краљевски, краљица, круна, монарх, особа, особа са круном, особа са круном: свијетла кожа, племенит, племић, племство, свијетла кожа
🫅🏼	краљ, краљевски, краљица, круна, монарх, особа, особа са круном, особа са круном: средње свијетла кожа, племенит, племић, племство, средње свијетла кожа
🫅🏽	краљ, краљевски, краљица, круна, монарх, ни свијетла ни тамна кожа, особа, особа са круном, особа са круном: ни свијетла ни тамна кожа, племенит, племић, племство
🤴🏻	бајка, краљ, краљевски, круна, принц: свијетла кожа, принцеза, свијетла кожа, фантазија
🤴🏼	бајка, краљ, краљевски, круна, принц: средње свијетла кожа, принцеза, средње свијетла кожа, фантазија
🤴🏽	бајка, краљ, краљевски, круна, ни свијетла ни тамна кожа, принц: ни свијетла ни тамна кожа, принцеза, фантазија
👸🏻	бајка, краљевски, краљица, круна, принцеза, принцеза: свијетла кожа, свијетла кожа, фантазија
👸🏼	бајка, краљевски, краљица, круна, принцеза, принцеза: средње свијетла кожа, средње свијетла кожа, фантазија
👸🏽	бајка, краљевски, краљица, круна, ни свијетла ни тамна кожа, принцеза, принцеза: ни свијетла ни тамна кожа, фантазија
👳🏻	особа, особа са турбаном: свијетла кожа, свијетла кожа, турбан
👳🏼	особа, особа са турбаном: средње свијетла кожа, средње свијетла кожа, турбан
👳🏽	ни свијетла ни тамна кожа, особа, особа са турбаном: ни свијетла ни тамна кожа, турбан
👳‍♂	мушкарац, турбан, човјек са турбаном
👳🏻‍♂	мушкарац, свијетла кожа, турбан, човјек са турбаном, човјек са турбаном: свијетла кожа
👳🏼‍♂	мушкарац, средње свијетла кожа, турбан, човјек са турбаном, човјек са турбаном: средње свијетла кожа
👳🏽‍♂	мушкарац, ни свијетла ни тамна кожа, турбан, човјек са турбаном, човјек са турбаном: ни свијетла ни тамна кожа
👳🏾‍♂	мушкарац, средње тамна кожа, турбан, човјек са турбаном, човјек са турбаном: средње тамна кожа
👳🏿‍♂	мушкарац, тамна кожа, турбан, човјек са турбаном, човјек са турбаном: тамна кожа
👳🏻‍♀	жена, жена са турбаном: свијетла кожа, свијетла кожа, турбан
👳🏼‍♀	жена, жена са турбаном: средње свијетла кожа, средње свијетла кожа, турбан
👳🏽‍♀	жена, жена са турбаном: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, турбан
👲	гуа пи мао, кaпa, кинеска капа, особа, особа са кинеском капом, човјек са кинеском капом, шешир
👲🏻	гуа пи мао, кaпa, кинеска капа, особа, особа са кинеском капом, свијетла кожа, човјек са кинеском капом, човјек са кинеском капом: свијетла кожа, шешир
👲🏼	гуа пи мао, кaпa, кинеска капа, особа, особа са кинеском капом, средње свијетла кожа, човјек са кинеском капом, човјек са кинеском капом: средње свијетла кожа, шешир
👲🏽	гуа пи мао, кaпa, кинеска капа, ни свијетла ни тамна кожа, особа, особа са кинеском капом, човјек са кинеском капом, човјек са кинеском капом: ни свијетла ни тамна кожа, шешир
👲🏾	гуа пи мао, кaпa, кинеска капа, особа, особа са кинеском капом, средње тамна кожа, човјек са кинеском капом, човјек са кинеском капом: средње тамна кожа, шешир
👲🏿	гуа пи мао, кaпa, кинеска капа, особа, особа са кинеском капом, тамна кожа, човјек са кинеском капом, човјек са кинеском капом: тамна кожа, шешир
🧕	жена са марамом на глави, марама, марама за на главу, тишел, хиџаб
🧕🏻	жена са марамом на глави, жена са марамом на глави: свијетла кожа, марама, марама за на главу, свијетла кожа, тишел, хиџаб
🧕🏼	жена са марамом на глави, жена са марамом на глави: средње свијетла кожа, марама, марама за на главу, средње свијетла кожа, тишел, хиџаб
🧕🏽	жена са марамом на глави, жена са марамом на глави: ни свијетла ни тамна кожа, марама, марама за на главу, ни свијетла ни тамна кожа, тишел, хиџаб
🧕🏾	жена са марамом на глави, марама, марама за на главу, средње тамна кожа, тишел, хиџаб
🧕🏿	жена са марамом на глави, марама, марама за на главу, тамна кожа, тишел, хиџаб
🤵	човјек у смокингу
🤵🏻	свијетла кожа, човјек у смокингу, човјек у смокингу: свијетла кожа
🤵🏼	средње свијетла кожа, човјек у смокингу, човјек у смокингу: средње свијетла кожа
🤵🏽	ни свијетла ни тамна кожа, човјек у смокингу, човјек у смокингу: ни свијетла ни тамна кожа
🤵🏾	средње тамна кожа, човјек у смокингу, човјек у смокингу: средње тамна кожа
🤵🏿	тамна кожа, човјек у смокингу, човјек у смокингу: тамна кожа
🤵🏻‍♂	мушкарац, мушкарац у смокингу, мушкарац у смокингу: свијетла кожа, свијетла кожа, смокинг
🤵🏼‍♂	мушкарац, мушкарац у смокингу, мушкарац у смокингу: средње свијетла кожа, смокинг, средње свијетла кожа
🤵🏽‍♂	мушкарац, мушкарац у смокингу, мушкарац у смокингу: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, смокинг
🤵🏻‍♀	жена, жена у смокингу, жена у смокингу: свијетла кожа, свијетла кожа, смокинг
🤵🏼‍♀	жена, жена у смокингу, жена у смокингу: средње свијетла кожа, смокинг, средње свијетла кожа
🤵🏽‍♀	жена, жена у смокингу, жена у смокингу: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, смокинг
👰	невјеста са велом
👰🏻	невјеста са велом, невјеста са велом: свијетла кожа, свијетла кожа
👰🏼	невјеста са велом, невјеста са велом: средње свијетла кожа, средње свијетла кожа
👰🏽	невјеста са велом, невјеста са велом: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа
👰🏾	невјеста са велом, невјеста са велом: средње тамна кожа, средње тамна кожа
👰🏿	невјеста са велом, невјеста са велом: тамна кожа, тамна кожа
👰🏻‍♂	вео, мушкарац, мушкарац са велом, мушкарац са велом: свијетла кожа, свијетла кожа
👰🏼‍♂	вео, мушкарац, мушкарац са велом, мушкарац са велом: средње свијетла кожа, средње свијетла кожа
👰🏽‍♂	вео, мушкарац, мушкарац са велом, мушкарац са велом: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа
👰🏻‍♀	вео, жена, жена са велом, жена са велом: свијетла кожа, свијетла кожа
👰🏼‍♀	вео, жена, жена са велом, жена са велом: средње свијетла кожа, средње свијетла кожа
👰🏽‍♀	вео, жена, жена са велом, жена са велом: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа
🤰🏻	жена, свијетла кожа, трудница, трудница: свијетла кожа
🤰🏼	жена, средње свијетла кожа, трудница, трудница: средње свијетла кожа
🤰🏽	жена, ни свијетла ни тамна кожа, трудница, трудница: ни свијетла ни тамна кожа
🫃🏻	мушкарац, надут, преједање, пун, свијетла кожа, стомак, трудан, трудни мушкарац: свијетла кожа
🫃🏼	мушкарац, надут, преједање, пун, средње свијетла кожа, стомак, трудан, трудни мушкарац: средње свијетла кожа
🫃🏽	мушкарац, надут, ни свијетла ни тамна кожа, преједање, пун, стомак, трудан, трудни мушкарац: ни свијетла ни тамна кожа
🫄🏻	жена, надут, преједање, пун, свијетла кожа, стомак, трудна, трудна особа: свијетла кожа
🫄🏼	жена, надут, преједање, пун, средње свијетла кожа, стомак, трудна, трудна особа: средње свијетла кожа
🫄🏽	жена, надут, ни свијетла ни тамна кожа, преједање, пун, стомак, трудна, трудна особа: ни свијетла ни тамна кожа
🤱	дојење
🤱🏻	дојење, дојење: свијетла кожа, свијетла кожа
🤱🏼	дојење, дојење: средње свијетла кожа, средње свијетла кожа
🤱🏽	дојење, дојење: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа
🤱🏾	дојење, средње тамна кожа
🤱🏿	дојење, тамна кожа
👩🏻‍🍼	беба, дадиља, дојење, жена, жена храни бебу, жена храни бебу: свијетла кожа, мама, мајка, новорођенче, свијетла кожа, храњење, љубав
👩🏼‍🍼	беба, дадиља, дојење, жена, жена храни бебу, жена храни бебу: средње свијетла кожа, мама, мајка, новорођенче, средње свијетла кожа, храњење, љубав
👩🏽‍🍼	беба, дадиља, дојење, жена, жена храни бебу, жена храни бебу: ни свијетла ни тамна кожа, мама, мајка, ни свијетла ни тамна кожа, новорођенче, храњење, љубав
👨🏻‍🍼	беба, дадиља, дојење, мушкарац, мушкарац храни бебу, мушкарац храни бебу: свијетла кожа, отац, свијетла кожа, тата, храњење, љубав
👨🏼‍🍼	беба, дадиља, дојење, мушкарац, мушкарац храни бебу, мушкарац храни бебу: средње свијетла кожа, отац, средње свијетла кожа, тата, храњење, љубав
👨🏽‍🍼	беба, дадиља, дојење, мушкарац, мушкарац храни бебу, мушкарац храни бебу: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, отац, тата, храњење, љубав
🧑🏻‍🍼	беба, дадиља, дојење, особа храни бебу: свијетла кожа, родитељ, свијетла кожа, храњење
🧑🏼‍🍼	беба, дадиља, дојење, особа храни бебу: средње свијетла кожа, родитељ, средње свијетла кожа, храњење
🧑🏽‍🍼	беба, дадиља, дојење, ни свијетла ни тамна кожа, особа храни бебу: ни свијетла ни тамна кожа, родитељ, храњење
👼🏻	анђео, бajкa, бeбa, беба анђео: свијетла кожа, лице, мaштa, свијетла кожа
👼🏼	анђео, бajкa, бeбa, беба анђео: средње свијетла кожа, лице, мaштa, средње свијетла кожа
👼🏽	анђео, бajкa, бeбa, беба анђео: ни свијетла ни тамна кожа, лице, мaштa, ни свијетла ни тамна кожа
🎅	Дјед Мраз, бajкa, бoжић, бoжић бата, дјед мрaз, прослава
🎅🏻	Дјед Мраз, Дјед Мраз: свијетла кожа, бajкa, бoжић, бoжић бата, дјед мрaз, прослава, свијетла кожа
🎅🏼	Дјед Мраз, Дјед Мраз: средње свијетла кожа, бajкa, бoжић, бoжић бата, дјед мрaз, прослава, средње свијетла кожа
🎅🏽	Дјед Мраз, Дјед Мраз: ни свијетла ни тамна кожа, бajкa, бoжић, бoжић бата, дјед мрaз, ни свијетла ни тамна кожа, прослава
🎅🏾	Дјед Мраз, Дјед Мраз: средње тамна кожа, бajкa, бoжић, бoжић бата, дјед мрaз, прослава, средње тамна кожа
🎅🏿	Дјед Мраз, Дјед Мраз: тамна кожа, бajкa, бoжић, бoжић бата, дјед мрaз, прослава, тамна кожа
🤶	бака, божић, мраз, прослава
🤶🏻	бака, бака Мраз: свијетла кожа, божић, мраз, прослава, свијетла кожа
🤶🏼	бака, бака Мраз: средње свијетла кожа, божић, мраз, прослава, средње свијетла кожа
🤶🏽	бака, бака Мраз: ни свијетла ни тамна кожа, божић, мраз, ни свијетла ни тамна кожа, прослава
🤶🏾	бака, божић, мраз, прослава, средње тамна кожа
🤶🏿	бака, божић, мраз, прослава, тамна кожа
🧑🏻‍🎄	божић, деда, мраз, особа Мраз: свијетла кожа, празник, прослава, свијетла кожа
🧑🏼‍🎄	божић, деда, мраз, особа Мраз: средње свијетла кожа, празник, прослава, средње свијетла кожа
🧑🏽‍🎄	божић, деда, мраз, ни свијетла ни тамна кожа, особа Мраз: ни свијетла ни тамна кожа, празник, прослава
🦸	добро, супермоћ, суперхерој, хероина, херој
🦸🏻	добро, свијетла кожа, супермоћ, суперхерој, суперхерој: свијетла кожа, хероина, херој
🦸🏼	добро, средње свијетла кожа, супермоћ, суперхерој, суперхерој: средње свијетла кожа, хероина, херој
🦸🏽	добро, ни свијетла ни тамна кожа, супермоћ, суперхерој, суперхерој: ни свијетла ни тамна кожа, хероина, херој
🦸🏾	добро, средње тамна кожа, супермоћ, суперхерој, суперхерој: средње тамна кожа, хероина, херој
🦸🏿	добро, супермоћ, суперхерој, суперхерој: тамна кожа, тамна кожа, хероина, херој
🦸‍♂	добро, мушкарац, мушкарац супер херој, мушкарац суперхерој, супер моћ, херој
🦸🏻‍♂	добро, мушкарац, мушкарац супер херој, мушкарац суперхерој, мушкарац суперхерој: свијетла кожа, свијетла кожа, супер моћ, херој
🦸🏼‍♂	добро, мушкарац, мушкарац супер херој, мушкарац суперхерој, мушкарац суперхерој: средње свијетла кожа, средње свијетла кожа, супер моћ, херој
🦸🏽‍♂	добро, мушкарац, мушкарац супер херој, мушкарац суперхерој, мушкарац суперхерој: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, супер моћ, херој
🦸🏾‍♂	добро, мушкарац, мушкарац супер херој, мушкарац суперхерој, мушкарац суперхерој: средње тамна кожа, средње тамна кожа, супер моћ, херој
🦸🏿‍♂	добро, мушкарац, мушкарац супер херој, мушкарац суперхерој, мушкарац суперхерој: тамна кожа, супер моћ, тамна кожа, херој
🦸🏻‍♀	добро, жена, жена супер херој, жена супер херој: свијетла кожа, свијетла кожа, супер моћ, хероина
🦸🏼‍♀	добро, жена, жена супер херој, жена супер херој: средње свијетла кожа, средње свијетла кожа, супер моћ, хероина
🦸🏽‍♀	добро, жена, жена супер херој, жена супер херој: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, супер моћ, хероина
🦹🏻	зло, криминалац, лош, негативац, негативац: свијетла кожа, свијетла кожа
🦹🏼	зло, криминалац, лош, негативац, негативац: средње свијетла кожа, средње свијетла кожа
🦹🏽	зло, криминалац, лош, негативац, негативац: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа
🦹🏻‍♂	зло, криминал, мушкарац, мушкарац негативац: свијетла кожа, негативац, свијетла кожа, супер моћ
🦹🏼‍♂	зло, криминал, мушкарац, мушкарац негативац: средње свијетла кожа, негативац, средње свијетла кожа, супер моћ
🦹🏽‍♂	зло, криминал, мушкарац, мушкарац негативац: ни свијетла ни тамна кожа, негативац, ни свијетла ни тамна кожа, супер моћ
🦹🏻‍♀	жена, жена негативац, жена негативац: свијетла кожа, зло, злочинац, криминал, свијетла кожа, супер моћ
🦹🏼‍♀	жена, жена негативац, жена негативац: средње свијетла кожа, зло, злочинац, криминал, средње свијетла кожа, супер моћ
🦹🏽‍♀	жена, жена негативац, жена негативац: ни свијетла ни тамна кожа, зло, злочинац, криминал, ни свијетла ни тамна кожа, супер моћ
🧙	вјештица, маг, чаробница, чаробњак
🧙🏻	вјештица, маг, маг: свијетла кожа, свијетла кожа, чаробница, чаробњак
🧙🏼	вјештица, маг, маг: средње свијетла кожа, средње свијетла кожа, чаробница, чаробњак
🧙🏽	вјештица, маг, маг: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, чаробница, чаробњак
🧙🏾	вјештица, маг, средње тамна кожа, чаробница, чаробњак
