‾	línea superpuesta, superposición, vinculum
💆🏼‍♂	alivio, belleza, dolor de cabeza, hombre recibiendo masaje, masaje, masaje facial, relajación, relax, salón, spa, tono de piel claro medio
💆🏽‍♂	alivio, belleza, dolor de cabeza, hombre recibiendo masaje, masaje, masaje facial, relajación, relax, salón, spa, tono de piel medio
💆🏾‍♂	alivio, belleza, dolor de cabeza, hombre recibiendo masaje, masaje, masaje facial, relajación, relax, salón, spa, tono de piel oscuro medio
💆🏿‍♂	alivio, belleza, dolor de cabeza, hombre recibiendo masaje, masaje, masaje facial, relajación, relax, salón, spa, tono de piel oscuro
💆‍♀	alivio, belleza, dolor de cabeza, masaje, masaje facial, mujer recibiendo masaje, relajación, relax, salón, spa
💆🏻‍♀	alivio, belleza, dolor de cabeza, masaje, masaje facial, mujer recibiendo masaje, relajación, relax, salón, spa, tono de piel claro
💆🏼‍♀	alivio, belleza, dolor de cabeza, masaje, masaje facial, mujer recibiendo masaje, relajación, relax, salón, spa, tono de piel claro medio
💆🏽‍♀	alivio, belleza, dolor de cabeza, masaje, masaje facial, mujer recibiendo masaje, relajación, relax, salón, spa, tono de piel medio
💆🏾‍♀	alivio, belleza, dolor de cabeza, masaje, masaje facial, mujer recibiendo masaje, relajación, relax, salón, spa, tono de piel oscuro medio
💆🏿‍♀	alivio, belleza, dolor de cabeza, masaje, masaje facial, mujer recibiendo masaje, relajación, relax, salón, spa, tono de piel oscuro
💇	belleza, corte de cabello, corte de pelo, cosmetología, estilista, pelo, peluquería, persona cortándose el pelo, salón, salón de belleza
💇🏻	belleza, corte de cabello, corte de pelo, corte de pelo: tono de piel claro, cosmetología, estilista, pelo, peluquería, persona cortándose el pelo, salón, salón de belleza, tono de piel claro
💇🏼	belleza, corte de cabello, corte de pelo, corte de pelo: tono de piel claro medio, cosmetología, estilista, pelo, peluquería, persona cortándose el pelo, salón, salón de belleza, tono de piel claro medio
💇🏽	belleza, corte de cabello, corte de pelo, corte de pelo: tono de piel medio, cosmetología, estilista, pelo, peluquería, persona cortándose el pelo, salón, salón de belleza, tono de piel medio
💇🏾	belleza, corte de cabello, corte de pelo, corte de pelo: tono de piel oscuro medio, cosmetología, estilista, pelo, peluquería, persona cortándose el pelo, salón, salón de belleza, tono de piel oscuro medio
💇🏿	belleza, corte de cabello, corte de pelo, corte de pelo: tono de piel oscuro, cosmetología, estilista, pelo, peluquería, persona cortándose el pelo, salón, salón de belleza, tono de piel oscuro
💇‍♂	barbero, barbershop, corte de cabello, corte de pelo, estilista, hombre cortándose el pelo, pelo, peluquería
💇🏻‍♂	barbero, barbershop, corte de cabello, corte de pelo, estilista, hombre cortándose el pelo, pelo, peluquería, tono de piel claro
💇🏼‍♂	barbero, barbershop, corte de cabello, corte de pelo, estilista, hombre cortándose el pelo, pelo, peluquería, tono de piel claro medio
💇🏽‍♂	barbero, barbershop, corte de cabello, corte de pelo, estilista, hombre cortándose el pelo, pelo, peluquería, tono de piel medio
💇🏾‍♂	barbero, barbershop, corte de cabello, corte de pelo, estilista, hombre cortándose el pelo, pelo, peluquería, tono de piel oscuro medio
💇🏿‍♂	barbero, barbershop, corte de cabello, corte de pelo, estilista, hombre cortándose el pelo, pelo, peluquería, tono de piel oscuro
🚶	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona
🚶🏻	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona, tono de piel claro
🚶🏼	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona, tono de piel claro medio
🚶🏽	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona, tono de piel medio
🚶🏾	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona, tono de piel oscuro medio
🚶🏿	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona, tono de piel oscuro
🚶‍♀	caminar, caminata, mujer caminando, peaton
🚶🏻‍♀	caminar, caminata, mujer caminando, peaton, tono de piel claro
🚶🏼‍♀	caminar, caminata, mujer caminando, peaton, tono de piel claro medio
🚶🏽‍♀	caminar, caminata, mujer caminando, peaton, tono de piel medio
🚶🏾‍♀	caminar, caminata, mujer caminando, peaton, tono de piel oscuro medio
🚶🏿‍♀	caminar, caminata, mujer caminando, peaton, tono de piel oscuro
🚶‍➡	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona
🚶🏻‍➡	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona
🚶🏼‍➡	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona
🚶🏽‍➡	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona
🚶🏾‍➡	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona
🚶🏿‍➡	andar, caminando, caminar, caminata, deambular, pasear, paseo, peatón, persona
🚶‍♀‍➡	caminar, caminata, mujer caminando, peaton
🚶🏻‍♀‍➡	caminar, caminata, mujer caminando, peaton
🚶🏼‍♀‍➡	caminar, caminata, mujer caminando, peaton
🚶🏽‍♀‍➡	caminar, caminata, mujer caminando, peaton
🚶🏾‍♀‍➡	caminar, caminata, mujer caminando, peaton
🚶🏿‍♀‍➡	caminar, caminata, mujer caminando, peaton
🧍	de pie, levantada, levantado, levantarse, parada, parado, pararse, persona de pie
🧍🏻	de pie, levantada, levantado, levantarse, parada, parado, pararse, persona de pie, tono de piel claro
🧍🏼	de pie, levantada, levantado, levantarse, parada, parado, pararse, persona de pie, tono de piel claro medio
🧍🏽	de pie, levantada, levantado, levantarse, parada, parado, pararse, persona de pie, tono de piel medio
🧍🏾	de pie, levantada, levantado, levantarse, parada, parado, pararse, persona de pie, tono de piel oscuro medio
🧍🏿	de pie, levantada, levantado, levantarse, parada, parado, pararse, persona de pie, tono de piel oscuro
👩‍🦯	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón
👩🏻‍🦯	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón, tono de piel claro
👩🏼‍🦯	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón, tono de piel claro medio
👩🏽‍🦯	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón, tono de piel medio
👩🏾‍🦯	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón, tono de piel oscuro medio
👩🏿‍🦯	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón, tono de piel oscuro
👩‍🦯‍➡	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón
👩🏻‍🦯‍➡	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón
👩🏼‍🦯‍➡	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón
👩🏽‍🦯‍➡	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón
👩🏾‍🦯‍➡	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón
👩🏿‍🦯‍➡	accesibilidad, bastón, ciega, discapacidad visual, invidente, mujer, mujer con bastón
👨‍🦼	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas
👨🏻‍🦼	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas, tono de piel claro
👨🏼‍🦼	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas, tono de piel claro medio
👨🏽‍🦼	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas, tono de piel medio
👨🏾‍🦼	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas, tono de piel oscuro medio
👨🏿‍🦼	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas, tono de piel oscuro
👨‍🦼‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas
👨🏻‍🦼‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas
👨🏼‍🦼‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas
👨🏽‍🦼‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas
👨🏾‍🦼‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas
👨🏿‍🦼‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas eléctrica, silla de ruedas
👩‍🦼	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas
👩🏻‍🦼	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas, tono de piel claro
👩🏼‍🦼	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas, tono de piel claro medio
👩🏽‍🦼	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas, tono de piel medio
👩🏾‍🦼	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas, tono de piel oscuro medio
👩🏿‍🦼	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas, tono de piel oscuro
👩‍🦼‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas
👩🏻‍🦼‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas
👩🏼‍🦼‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas
👩🏽‍🦼‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas
👩🏾‍🦼‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas
👩🏿‍🦼‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas eléctrica, silla de ruedas
👨‍🦽	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas
👨🏻‍🦽	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas, tono de piel claro
👨🏼‍🦽	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas, tono de piel claro medio
👨🏽‍🦽	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas, tono de piel medio
👨🏾‍🦽	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas, tono de piel oscuro medio
👨🏿‍🦽	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas, tono de piel oscuro
👨‍🦽‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas
👨🏻‍🦽‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas
👨🏼‍🦽‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas
👨🏽‍🦽‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas
👨🏾‍🦽‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas
👨🏿‍🦽‍➡	accesibilidad, hombre, hombre en silla de ruedas, hombre en silla de ruedas manual, silla de ruedas
👩‍🦽	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas
👩🏻‍🦽	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas, tono de piel claro
👩🏼‍🦽	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas, tono de piel claro medio
👩🏽‍🦽	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas, tono de piel medio
👩🏾‍🦽	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas, tono de piel oscuro medio
👩🏿‍🦽	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas, tono de piel oscuro
👩‍🦽‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas
👩🏻‍🦽‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas
👩🏼‍🦽‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas
👩🏽‍🦽‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas
👩🏾‍🦽‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas
👩🏿‍🦽‍➡	accesibilidad, mujer, mujer en silla de ruedas, mujer en silla de ruedas manual, silla de ruedas
🏃	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, voy
🏃🏻	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, tono de piel claro, voy
🏃🏼	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, tono de piel claro medio, voy
🏃🏽	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, tono de piel medio, voy
🏃🏾	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, tono de piel oscuro medio, voy
🏃🏿	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, tono de piel oscuro, voy
🏃‍♀	apuro, corredor, maraton, mujer corriendo, rapido, velocidad, veloz
🏃🏻‍♀	apuro, corredor, maraton, mujer corriendo, rapido, tono de piel claro, velocidad, veloz
🏃🏼‍♀	apuro, corredor, maraton, mujer corriendo, rapido, tono de piel claro medio, velocidad, veloz
🏃🏽‍♀	apuro, corredor, maraton, mujer corriendo, rapido, tono de piel medio, velocidad, veloz
🏃🏾‍♀	apuro, corredor, maraton, mujer corriendo, rapido, tono de piel oscuro medio, velocidad, veloz
🏃🏿‍♀	apuro, corredor, maraton, mujer corriendo, rapido, tono de piel oscuro, velocidad, veloz
🏃‍➡	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, voy
🏃🏻‍➡	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, voy
🏃🏼‍➡	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, voy
🏃🏽‍➡	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, voy
🏃🏾‍➡	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, voy
🏃🏿‍➡	carrera, corredor, correr, deporte, deportista, hombre corriendo, maratonista, maratón, persona, persona corriendo, voy
🏃‍♀‍➡	apuro, corredor, maraton, mujer corriendo, rapido, velocidad, veloz
🏃🏻‍♀‍➡	apuro, corredor, maraton, mujer corriendo, rapido, velocidad, veloz
🏃🏼‍♀‍➡	apuro, corredor, maraton, mujer corriendo, rapido, velocidad, veloz
🏃🏽‍♀‍➡	apuro, corredor, maraton, mujer corriendo, rapido, velocidad, veloz
🏃🏾‍♀‍➡	apuro, corredor, maraton, mujer corriendo, rapido, velocidad, veloz
🏃🏿‍♀‍➡	apuro, corredor, maraton, mujer corriendo, rapido, velocidad, veloz
💃	baila, bailar, bailarina, bailarín, baile, flamenca, flamenco, mujer, mujer bailando, persona, salsa
💃🏻	baila, bailar, bailarina, bailarín, baile, flamenca, flamenco, mujer, mujer bailando, persona, salsa, tono de piel claro
💃🏼	baila, bailar, bailarina, bailarín, baile, flamenca, flamenco, mujer, mujer bailando, persona, salsa, tono de piel claro medio
💃🏽	baila, bailar, bailarina, bailarín, baile, flamenca, flamenco, mujer, mujer bailando, persona, salsa, tono de piel medio
💃🏾	baila, bailar, bailarina, bailarín, baile, flamenca, flamenco, mujer, mujer bailando, persona, salsa, tono de piel oscuro medio
💃🏿	baila, bailar, bailarina, bailarín, baile, flamenca, flamenco, mujer, mujer bailando, persona, salsa, tono de piel oscuro
🕺	bailar, baile, elvis, hombre, hombre bailando
🕺🏻	bailar, baile, elvis, hombre, hombre bailando, tono de piel claro
🕺🏼	bailar, baile, elvis, hombre, hombre bailando, tono de piel claro medio
🕺🏽	bailar, baile, elvis, hombre, hombre bailando, tono de piel medio
🕺🏾	bailar, baile, elvis, hombre, hombre bailando, tono de piel oscuro medio
🕺🏿	bailar, baile, elvis, hombre, hombre bailando, tono de piel oscuro
🕴️	persona con traje levitando
🕴🏻	persona con traje levitando: tono de piel claro
🕴🏼	persona con traje levitando: tono de piel claro medio
🕴🏽	persona con traje levitando: tono de piel medio
🕴🏾	persona con traje levitando: tono de piel oscuro medio
🕴🏿	persona con traje levitando: tono de piel oscuro
👯	bailar, fiesta, orejas de conejo, personas, personas bailando, personas bailando con orejas de conejo, personas con orejas de conejo, personas de fiesta
👯‍♂	bailar, bailarines, fiesta, hombres, hombres bailando, hombres bailando con orejas de conejo, hombres con orejas de conejo, hombres de fiesta, orejas de conejo
👯‍♀	bailar, bailarinas, fiesta, mujeres, mujeres bailando, mujeres bailando con orejas de conejo, mujeres con orejas de conejo, mujeres de fiesta, orejas de conejo
🧖	baño de vapor, cuarto de vapor, persona, persona en sauna, relajación, relax, sauna, spa
🧖🏻	baño de vapor, cuarto de vapor, persona, persona en sauna, relajación, relax, sauna, spa, tono de piel claro
🧖🏼	baño de vapor, cuarto de vapor, persona, persona en sauna, relajación, relax, sauna, spa, tono de piel claro medio
🧖🏽	baño de vapor, cuarto de vapor, persona, persona en sauna, relajación, relax, sauna, spa, tono de piel medio
🧖🏾	baño de vapor, cuarto de vapor, persona, persona en sauna, relajación, relax, sauna, spa, tono de piel oscuro medio
🧖🏿	baño de vapor, cuarto de vapor, persona, persona en sauna, relajación, relax, sauna, spa, tono de piel oscuro
🧗	deporte, escalada, escalando, escalar, montana, montaña, persona escalando, rapel
🧗🏻	deporte, escalada, escalando, escalar, montana, montaña, persona escalando, rapel, tono de piel claro
🧗🏼	deporte, escalada, escalando, escalar, montana, montaña, persona escalando, rapel, tono de piel claro medio
🧗🏽	deporte, escalada, escalando, escalar, montana, montaña, persona escalando, rapel, tono de piel medio
🧗🏾	deporte, escalada, escalando, escalar, montana, montaña, persona escalando, rapel, tono de piel oscuro medio
🧗🏿	deporte, escalada, escalando, escalar, montana, montaña, persona escalando, rapel, tono de piel oscuro
🤺	esgrimista
🏇	amazona, caballo, caballo de carreras, carrera, carrera de caballos, carreras, deporte, jinete, jockey, yóquey
🏇🏻	amazona, caballo, caballo de carreras, carrera, carrera de caballos, carreras, deporte, jinete, jockey, tono de piel claro, yóquey
🏇🏼	amazona, caballo, caballo de carreras, carrera, carrera de caballos, carreras, deporte, jinete, jockey, tono de piel claro medio, yóquey
🏇🏽	amazona, caballo, caballo de carreras, carrera, carrera de caballos, carreras, deporte, jinete, jockey, tono de piel medio, yóquey
🏇🏾	amazona, caballo, caballo de carreras, carrera, carrera de caballos, carreras, deporte, jinete, jockey, tono de piel oscuro medio, yóquey
🏇🏿	amazona, caballo, caballo de carreras, carrera, carrera de caballos, carreras, deporte, jinete, jockey, tono de piel oscuro, yóquey
⛷️	deporte, esquí, nieve, persona esquiando, ski
🏂️	snowboard
🏂🏻	snowboard: tono de piel claro
🏂🏼	snowboard: tono de piel claro medio
🏂🏽	snowboard: tono de piel medio
🏂🏾	snowboard: tono de piel oscuro medio
🏂🏿	snowboard: tono de piel oscuro
🏄️	cool, deporte, deportes, ola, persona, persona haciendo surf, playa, surf, surfear, surfista
🏄🏻	cool, deporte, deportes, ola, persona, persona haciendo surf, playa, surf, surfear, surfista, tono de piel claro
🏄🏼	cool, deporte, deportes, ola, persona, persona haciendo surf, playa, surf, surfear, surfista, tono de piel claro medio
🏄🏽	cool, deporte, deportes, ola, persona, persona haciendo surf, playa, surf, surfear, surfista, tono de piel medio
🏄🏾	cool, deporte, deportes, ola, persona, persona haciendo surf, playa, surf, surfear, surfista, tono de piel oscuro medio
🏄🏿	cool, deporte, deportes, ola, persona, persona haciendo surf, playa, surf, surfear, surfista, tono de piel oscuro
🚣	bote, bote a remo, bote de remo, canoa, deporte, persona en un bote, persona remando, pescar, remando, remar
🚣🏻	bote, bote a remo, bote de remo, canoa, deporte, persona en un bote, persona remando, pescar, remando, remar, tono de piel claro
🚣🏼	bote, bote a remo, bote de remo, canoa, deporte, persona en un bote, persona remando, pescar, remando, remar, tono de piel claro medio
🚣🏽	bote, bote a remo, bote de remo, canoa, deporte, persona en un bote, persona remando, pescar, remando, remar, tono de piel medio
🚣🏾	bote, bote a remo, bote de remo, canoa, deporte, persona en un bote, persona remando, pescar, remando, remar, tono de piel oscuro medio
🚣🏿	bote, bote a remo, bote de remo, canoa, deporte, persona en un bote, persona remando, pescar, remando, remar, tono de piel oscuro
🚣‍♂	bote, bote a remo, bote de remo, canoa, deporte, hombre en un bote, hombre remando, pescar, remando, remar, remos
🚣🏻‍♂	bote, bote a remo, bote de remo, canoa, deporte, hombre en un bote, hombre remando, pescar, remando, remar, remos, tono de piel claro
🚣🏼‍♂	bote, bote a remo, bote de remo, canoa, deporte, hombre en un bote, hombre remando, pescar, remando, remar, remos, tono de piel claro medio
🚣🏽‍♂	bote, bote a remo, bote de remo, canoa, deporte, hombre en un bote, hombre remando, pescar, remando, remar, remos, tono de piel medio
🚣🏾‍♂	bote, bote a remo, bote de remo, canoa, deporte, hombre en un bote, hombre remando, pescar, remando, remar, remos, tono de piel oscuro medio
🚣🏿‍♂	bote, bote a remo, bote de remo, canoa, deporte, hombre en un bote, hombre remando, pescar, remando, remar, remos, tono de piel oscuro
🚣‍♀	bote, bote a remo, bote de remo, canoa, deporte, mujer en un bote, mujer remando, pescar, remando, remar, remos
🚣🏻‍♀	bote, bote a remo, bote de remo, canoa, deporte, mujer en un bote, mujer remando, pescar, remando, remar, remos, tono de piel claro
🚣🏼‍♀	bote, bote a remo, bote de remo, canoa, deporte, mujer en un bote, mujer remando, pescar, remando, remar, remos, tono de piel claro medio
🚣🏽‍♀	bote, bote a remo, bote de remo, canoa, deporte, mujer en un bote, mujer remando, pescar, remando, remar, remos, tono de piel medio
🚣🏾‍♀	bote, bote a remo, bote de remo, canoa, deporte, mujer en un bote, mujer remando, pescar, remando, remar, remos, tono de piel oscuro medio
🚣🏿‍♀	bote, bote a remo, bote de remo, canoa, deporte, mujer en un bote, mujer remando, pescar, remando, remar, remos, tono de piel oscuro
⛹️	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, persona con una pelota, persona jugando baloncesto, persona jugando básquet
⛹🏻	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, persona con una pelota, persona con una pelota: tono de piel claro, persona jugando baloncesto, persona jugando básquet, tono de piel claro
⛹🏼	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, persona con una pelota, persona con una pelota: tono de piel claro medio, persona jugando baloncesto, persona jugando básquet, tono de piel claro medio
⛹🏽	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, persona con una pelota, persona con una pelota: tono de piel medio, persona jugando baloncesto, persona jugando básquet, tono de piel medio
⛹🏾	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, persona con una pelota, persona con una pelota: tono de piel oscuro medio, persona jugando baloncesto, persona jugando básquet, tono de piel oscuro medio
⛹🏿	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, persona con una pelota, persona con una pelota: tono de piel oscuro, persona jugando baloncesto, persona jugando básquet, tono de piel oscuro
⛹‍♂	baloncesto, basketball, basquetbolista, botar, básquet, deporte, hombre con una pelota, hombre jugando baloncesto, hombre jugando básquet, jugador
⛹🏻‍♂	baloncesto, basketball, basquetbolista, botar, básquet, deporte, hombre con una pelota, hombre jugando baloncesto, hombre jugando básquet, jugador, tono de piel claro
⛹🏼‍♂	baloncesto, basketball, basquetbolista, botar, básquet, deporte, hombre con una pelota, hombre jugando baloncesto, hombre jugando básquet, jugador, tono de piel claro medio
⛹🏽‍♂	baloncesto, basketball, basquetbolista, botar, básquet, deporte, hombre con una pelota, hombre jugando baloncesto, hombre jugando básquet, jugador, tono de piel medio
⛹🏾‍♂	baloncesto, basketball, basquetbolista, botar, básquet, deporte, hombre con una pelota, hombre jugando baloncesto, hombre jugando básquet, jugador, tono de piel oscuro medio
⛹🏿‍♂	baloncesto, basketball, basquetbolista, botar, básquet, deporte, hombre con una pelota, hombre jugando baloncesto, hombre jugando básquet, jugador, tono de piel oscuro
⛹‍♀	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, mujer con una pelota, mujer jugando baloncesto, mujer jugando básquet
⛹🏻‍♀	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, mujer con una pelota, mujer jugando baloncesto, mujer jugando básquet, tono de piel claro
⛹🏼‍♀	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, mujer con una pelota, mujer jugando baloncesto, mujer jugando básquet, tono de piel claro medio
⛹🏽‍♀	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, mujer con una pelota, mujer jugando baloncesto, mujer jugando básquet, tono de piel medio
⛹🏾‍♀	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, mujer con una pelota, mujer jugando baloncesto, mujer jugando básquet, tono de piel oscuro medio
⛹🏿‍♀	baloncesto, basketball, basquetbolista, botar, básquet, deporte, jugador, mujer con una pelota, mujer jugando baloncesto, mujer jugando básquet, tono de piel oscuro
🏋️	deporte, entrenamiento, entrenamiento con pesas, fisicoculturismo, gym, hacer, levantamiento de pesas, levantar, persona levantando pesas, pesas
🏋🏻	deporte, entrenamiento, entrenamiento con pesas, fisicoculturismo, gym, hacer, levantamiento de pesas, levantar, persona levantando pesas, pesas, tono de piel claro
🏋🏼	deporte, entrenamiento, entrenamiento con pesas, fisicoculturismo, gym, hacer, levantamiento de pesas, levantar, persona levantando pesas, pesas, tono de piel claro medio
🏋🏽	deporte, entrenamiento, entrenamiento con pesas, fisicoculturismo, gym, hacer, levantamiento de pesas, levantar, persona levantando pesas, pesas, tono de piel medio
🏋🏾	deporte, entrenamiento, entrenamiento con pesas, fisicoculturismo, gym, hacer, levantamiento de pesas, levantar, persona levantando pesas, pesas, tono de piel oscuro medio
🏋🏿	deporte, entrenamiento, entrenamiento con pesas, fisicoculturismo, gym, hacer, levantamiento de pesas, levantar, persona levantando pesas, pesas, tono de piel oscuro
🏋‍♂	gimnasio, gym, hacer pesas, halterofilia, hombre levantando pesas, levantadora de pesas, levantar, pesas
🏋🏻‍♂	gimnasio, gym, hacer pesas, halterofilia, hombre levantando pesas, levantadora de pesas, levantar, pesas, tono de piel claro
🏋🏼‍♂	gimnasio, gym, hacer pesas, halterofilia, hombre levantando pesas, levantadora de pesas, levantar, pesas, tono de piel claro medio
🏋🏽‍♂	gimnasio, gym, hacer pesas, halterofilia, hombre levantando pesas, levantadora de pesas, levantar, pesas, tono de piel medio
🏋🏾‍♂	gimnasio, gym, hacer pesas, halterofilia, hombre levantando pesas, levantadora de pesas, levantar, pesas, tono de piel oscuro medio
🏋🏿‍♂	gimnasio, gym, hacer pesas, halterofilia, hombre levantando pesas, levantadora de pesas, levantar, pesas, tono de piel oscuro
🏋‍♀	gimnasio, gym, hacer pesas, halterofilia, levantadora de pesas, levantar, mujer levantando pesas, pesas
